"","area_code","iso3c","continent","comm_code","item_code","item","comm_group"
"8688","ZA","ZAF","AFR","p24.b","C_NFER","N-fertiliser","M_bio_products"
"8689","ZA","ZAF","AFR","p24.c","C_PFER","P- and other fertiliser","M_bio_products"
"8690","ZA","ZAF","AFR","p24.d","C_CHEM","Chemicals nec","M_bio_products"
"8691","ZA","ZAF","AFR","p24.e","C_CHAR","Charcoal","M_bio_products"
"8692","ZA","ZAF","AFR","p24.f","C_ADDC","Additives/Blending Components","M_bio_products"
"8693","ZA","ZAF","AFR","p24.g","C_BIOG","Biogasoline","M_bio_products"
"8694","ZA","ZAF","AFR","p24.h","C_BIOD","Biodiesels","M_bio_products"
"8695","ZA","ZAF","AFR","p24.i","C_OBIO","Other Liquid Biofuels","M_bio_products"
"8696","ZA","ZAF","AFR","p25","C_RUBP","Rubber and plastic products (25)","M_bio_products"
"8697","ZA","ZAF","AFR","p26.a","C_GLAS","Glass and glass products","M_bio_products"
"8698","ZA","ZAF","AFR","p26.a.w","M_metal&mineral_products","Secondary glass for treatment, Re-processing of secondary glass into new glass","M_bio_products"
"8699","ZA","ZAF","AFR","p26.b","C_CRMC","Ceramic goods","M_bio_products"
"8700","ZA","ZAF","AFR","p26.c","C_BRIK","Bricks, tiles and construction products, in baked clay","M_bio_products"
"8701","ZA","ZAF","AFR","p26.d","C_CMNT","Cement, lime and plaster","M_bio_products"
"8702","ZA","ZAF","AFR","p26.d.w","C_ASHW","Ash for treatment, Re-processing of ash into clinker","M_bio_products"
"8703","ZA","ZAF","AFR","p26.e","C_ONMM","Other non-metallic mineral products","M_bio_products"
"8704","ZA","ZAF","AFR","p27.a","C_STEL","Basic iron and steel and of ferro-alloys and first products thereof","M_bio_products"
"8705","ZA","ZAF","AFR","p27.a.w","C_STEW","Secondary steel for treatment, Re-processing of secondary steel into new steel","M_bio_products"
"8706","ZA","ZAF","AFR","p27.41","C_PREM","Precious metals","M_bio_products"
"8707","ZA","ZAF","AFR","p27.41.w","C_PREW","Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals","M_bio_products"
"8708","ZA","ZAF","AFR","p27.42","C_ALUM","Aluminium and aluminium products","M_bio_products"
"8709","ZA","ZAF","AFR","p27.42.w","C_ALUW","Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium","M_bio_products"
"8710","ZA","ZAF","AFR","p27.43","C_LZTP","Lead, zinc and tin and products thereof","M_bio_products"
"8711","ZA","ZAF","AFR","p27.43.w","C_LZTW","Secondary lead for treatment, Re-processing of secondary lead into new lead","M_bio_products"
"8712","ZA","ZAF","AFR","p27.44","C_COPP","Copper products","M_bio_products"
"8713","ZA","ZAF","AFR","p27.44.w","C_COPW","Secondary copper for treatment, Re-processing of secondary copper into new copper","M_bio_products"
"8714","ZA","ZAF","AFR","p27.45","C_ONFM","Other non-ferrous metal products","M_bio_products"
"8715","ZA","ZAF","AFR","p27.45.w","C_ONFW","Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals","M_bio_products"
"8716","ZA","ZAF","AFR","p27.5","C_METC","Foundry work services","M_bio_products"
"8717","ZA","ZAF","AFR","p28","C_FABM","Fabricated metal products, except machinery and equipment (28)","M_bio_products"
"8718","ZA","ZAF","AFR","p29","C_MACH","Machinery and equipment n.e.c. (29)","M_bio_products"
"8719","ZA","ZAF","AFR","p30","C_OFMA","Office machinery and computers (30)","M_bio_products"
"8720","ZA","ZAF","AFR","p31","C_ELMA","Electrical machinery and apparatus n.e.c. (31)","M_bio_products"
"8721","ZA","ZAF","AFR","p32","C_RATV","Radio, television and communication equipment and apparatus (32)","M_bio_products"
"8722","ZA","ZAF","AFR","p33","C_MEIN","Medical, precision and optical instruments, watches and clocks (33)","M_bio_products"
"8723","ZA","ZAF","AFR","p34","C_MOTO","Motor vehicles, trailers and semi-trailers (34)","M_bio_products"
"8724","ZA","ZAF","AFR","p35","C_OTRE","Other transport equipment (35)","M_bio_products"
"8725","ZA","ZAF","AFR","p36","C_FURN","Furniture; other manufactured goods n.e.c. (36)","M_bio_products"
"8726","ZA","ZAF","AFR","p37","C_RYMS","Secondary raw materials","M_bio_products"
"8727","ZA","ZAF","AFR","p37.w.1","C_BOTW","Bottles for treatment, Recycling of bottles by direct reuse","M_bio_products"
"8728","ZA","ZAF","AFR","p40.11.a","C_POWC","Electricity by coal","M_bio_products"
"8729","ZA","ZAF","AFR","p40.11.b","C_POWG","Electricity by gas","M_bio_products"
"8730","ZA","ZAF","AFR","p40.11.c","C_POWN","Electricity by nuclear","M_bio_products"
"8731","ZA","ZAF","AFR","p40.11.d","C_POWH","Electricity by hydro","M_bio_products"
"8732","ZA","ZAF","AFR","p40.11.e","C_POWW","Electricity by wind","M_bio_products"
"8733","ZA","ZAF","AFR","p40.11.f","C_POWP","Electricity by petroleum and other oil derivatives","M_bio_products"
"8734","ZA","ZAF","AFR","p40.11.g","C_POWB","Electricity by biomass and waste","M_bio_products"
"8735","ZA","ZAF","AFR","p40.11.h","C_POWS","Electricity by solar photovoltaic","M_bio_products"
"8736","ZA","ZAF","AFR","p40.11.i","C_POWE","Electricity by solar thermal","M_bio_products"
"8737","ZA","ZAF","AFR","p40.11.j","C_POWO","Electricity by tide, wave, ocean","M_bio_products"
"8738","ZA","ZAF","AFR","p40.11.k","C_POWM","Electricity by Geothermal","M_bio_products"
"8739","ZA","ZAF","AFR","p40.11.l","C_POWZ","Electricity nec","M_bio_products"
"8740","ZA","ZAF","AFR","p40.12","C_POWT","Transmission services of electricity","M_bio_products"
"8741","ZA","ZAF","AFR","p40.13","C_POWD","Distribution and trade services of electricity","M_bio_products"
"8742","ZA","ZAF","AFR","p40.2.a","C_COOG","Coke oven gas","M_bio_products"
"8743","ZA","ZAF","AFR","p40.2.b","C_MBFG","Blast Furnace Gas","M_bio_products"
"8744","ZA","ZAF","AFR","p40.2.c","C_MOSG","Oxygen Steel Furnace Gas","M_bio_products"
"8745","ZA","ZAF","AFR","p40.2.d","C_MGWG","Gas Works Gas","M_bio_products"
"8746","ZA","ZAF","AFR","p40.2.e","C_MBIO","Biogas","M_bio_products"
"8747","ZA","ZAF","AFR","p40.2.1","C_GASD","Distribution services of gaseous fuels through mains","M_bio_products"
"8748","ZA","ZAF","AFR","p40.3","C_HWAT","Steam and hot water supply services","M_bio_products"
"8749","ZA","ZAF","AFR","p41","C_WATR","Collected and purified water, distribution services of water (41)","M_bio_products"
"8750","ZA","ZAF","AFR","p45","C_CONS","Construction work (45)","M_bio_products"
"8751","ZA","ZAF","AFR","p45.w","C_CONW","Secondary construction material for treatment, Re-processing of secondary construction material into aggregates","M_bio_products"
"8752","ZA","ZAF","AFR","p50.a","C_TDMO","Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries","M_bio_products"
"8753","ZA","ZAF","AFR","p50.b","C_TDFU","Retail trade services of motor fuel","M_bio_products"
"8754","ZA","ZAF","AFR","p51","C_TDWH","Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)","M_bio_products"
"8755","ZA","ZAF","AFR","p52","C_TDRT","Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)","M_bio_products"
"8756","ZA","ZAF","AFR","p55","C_HORE","Hotel and restaurant services (55)","M_bio_products"
"8757","ZA","ZAF","AFR","p60.1","C_TRAI","Railway transportation services","M_bio_products"
"8758","ZA","ZAF","AFR","p60.2","C_TLND","Other land transportation services","M_bio_products"
"8759","ZA","ZAF","AFR","p60.3","C_TPIP","Transportation services via pipelines","M_bio_products"
"8760","ZA","ZAF","AFR","p61.1","C_TWAS","Sea and coastal water transportation services","M_bio_products"
"8761","ZA","ZAF","AFR","p61.2","C_TWAI","Inland water transportation services","M_bio_products"
"8762","ZA","ZAF","AFR","p62","C_TAIR","Air transport services (62)","M_bio_products"
"8763","ZA","ZAF","AFR","p63","C_TAUX","Supporting and auxiliary transport services; travel agency services (63)","M_bio_products"
"8764","ZA","ZAF","AFR","p64","C_PTEL","Post and telecommunication services (64)","M_bio_products"
"8765","ZA","ZAF","AFR","p65","C_FINT","Financial intermediation services, except insurance and pension funding services (65)","M_bio_products"
"8766","ZA","ZAF","AFR","p66","C_FINS","Insurance and pension funding services, except compulsory social security services (66)","M_bio_products"
"8767","ZA","ZAF","AFR","p67","C_FAUX","Services auxiliary to financial intermediation (67)","M_bio_products"
"8768","ZA","ZAF","AFR","p70","C_REAL","Real estate services (70)","M_bio_products"
"8769","ZA","ZAF","AFR","p71","C_MARE","Renting services of machinery and equipment without operator and of personal and household goods (71)","M_bio_products"
"8770","ZA","ZAF","AFR","p72","C_COMP","Computer and related services (72)","M_bio_products"
"8771","ZA","ZAF","AFR","p73","C_RESD","Research and development services (73)","M_bio_products"
"8772","ZA","ZAF","AFR","p74","C_OBUS","Other business services (74)","M_bio_products"
"8773","ZA","ZAF","AFR","p75","C_PADF","Public administration and defence services; compulsory social security services (75)","M_bio_products"
"8774","ZA","ZAF","AFR","p80","C_EDUC","Education services (80)","M_bio_products"
"8775","ZA","ZAF","AFR","p85","C_HEAL","Health and social work services (85)","M_bio_products"
"8776","ZA","ZAF","AFR","p90.1.a","C_INCF","Food waste for treatment: incineration","M_bio_products"
"8777","ZA","ZAF","AFR","p90.1.b","C_INCP","Paper waste for treatment: incineration","M_bio_products"
"8778","ZA","ZAF","AFR","p90.1.c","C_INCL","Plastic waste for treatment: incineration","M_bio_products"
"8779","ZA","ZAF","AFR","p90.1.d","C_INCM","Intert/metal waste for treatment: incineration","M_bio_products"
"8780","ZA","ZAF","AFR","p90.1.e","C_INCT","Textiles waste for treatment: incineration","M_bio_products"
"8781","ZA","ZAF","AFR","p90.1.f","C_INCW","Wood waste for treatment: incineration","M_bio_products"
"8782","ZA","ZAF","AFR","p90.1.g","C_INCO","Oil/hazardous waste for treatment: incineration","M_bio_products"
"8783","ZA","ZAF","AFR","p90.2.a","C_BIOF","Food waste for treatment: biogasification and land application","M_bio_products"
"8784","ZA","ZAF","AFR","p90.2.b","C_BIOP","Paper waste for treatment: biogasification and land application","M_bio_products"
"8785","ZA","ZAF","AFR","p90.2.c","C_BIOS","Sewage sludge for treatment: biogasification and land application","M_bio_products"
"8786","ZA","ZAF","AFR","p90.3.a","C_COMF","Food waste for treatment: composting and land application","M_bio_products"
"8787","ZA","ZAF","AFR","p90.3.b","C_COMW","Paper and wood waste for treatment: composting and land application","M_bio_products"
"8788","ZA","ZAF","AFR","p90.4.a","C_WASF","Food waste for treatment: waste water treatment","M_bio_products"
"8789","ZA","ZAF","AFR","p90.4.b","C_WASO","Other waste for treatment: waste water treatment","M_bio_products"
"8790","ZA","ZAF","AFR","p90.5.a","C_LANF","Food waste for treatment: landfill","M_bio_products"
"8791","ZA","ZAF","AFR","p90.5.b","C_LANP","Paper for treatment: landfill","M_bio_products"
"8792","ZA","ZAF","AFR","p90.5.c","C_LANL","Plastic waste for treatment: landfill","M_bio_products"
"8793","ZA","ZAF","AFR","p90.5.d","C_LANI","Inert/metal/hazardous waste for treatment: landfill","M_bio_products"
"8794","ZA","ZAF","AFR","p90.5.e","C_LANT","Textiles waste for treatment: landfill","M_bio_products"
"8795","ZA","ZAF","AFR","p90.5.f","C_LANW","Wood waste for treatment: landfill","M_bio_products"
"8796","ZA","ZAF","AFR","p91","C_ORGA","Membership organisation services n.e.c. (91)","M_bio_products"
"8797","ZA","ZAF","AFR","p92","C_RECR","Recreational, cultural and sporting services (92)","M_bio_products"
"8798","ZA","ZAF","AFR","p93","C_OSER","Other services (93)","M_bio_products"
"8799","ZA","ZAF","AFR","p95","C_PRHH","Private households with employed persons (95)","M_bio_products"
"8800","ZA","ZAF","AFR","p99","C_EXTO","Extra-territorial organizations and bodies","M_bio_products"
"8801","WA","WA","ASI","p01.a","C_PARI","Paddy rice","M_bio_products"
"8802","WA","WA","ASI","p01.b","C_WHEA","Wheat","M_bio_products"
"8803","WA","WA","ASI","p01.c","C_OCER","Cereal grains nec","M_bio_products"
"8804","WA","WA","ASI","p01.d","C_FVEG","Vegetables, fruit, nuts","M_bio_products"
"8805","WA","WA","ASI","p01.e","C_OILS","Oil seeds","M_bio_products"
"8806","WA","WA","ASI","p01.f","C_SUGB","Sugar cane, sugar beet","M_bio_products"
"8807","WA","WA","ASI","p01.g","C_FIBR","Plant-based fibers","M_bio_products"
"8808","WA","WA","ASI","p01.h","C_OTCR","Crops nec","M_bio_products"
"8809","WA","WA","ASI","p01.i","C_CATL","Cattle","M_bio_products"
"8810","WA","WA","ASI","p01.j","C_PIGS","Pigs","M_bio_products"
"8811","WA","WA","ASI","p01.k","C_PLTR","Poultry","M_bio_products"
"8812","WA","WA","ASI","p01.l","C_OMEA","Meat animals nec","M_bio_products"
"8813","WA","WA","ASI","p01.m","C_OANP","Animal products nec","M_bio_products"
"8814","WA","WA","ASI","p01.n","C_MILK","Raw milk","M_bio_products"
"8815","WA","WA","ASI","p01.o","C_WOOL","Wool, silk-worm cocoons","M_bio_products"
"8816","WA","WA","ASI","p01.w.1","C_MANC","Manure (conventional treatment)","M_bio_products"
"8817","WA","WA","ASI","p01.w.2","C_MANB","Manure (biogas treatment)","M_bio_products"
"8818","WA","WA","ASI","p02","C_FORE","Products of forestry, logging and related services (02)","M_bio_products"
"8819","WA","WA","ASI","p05","C_FISH","Fish and other fishing products; services incidental of fishing (05)","M_bio_products"
"8820","WA","WA","ASI","p10.a","C_ANTH","Anthracite","M_bio_products"
"8821","WA","WA","ASI","p10.b","C_COKC","Coking Coal","M_bio_products"
"8822","WA","WA","ASI","p10.c","C_OTBC","Other Bituminous Coal","M_bio_products"
"8823","WA","WA","ASI","p10.d","C_SUBC","Sub-Bituminous Coal","M_bio_products"
"8824","WA","WA","ASI","p10.e","C_PATF","Patent Fuel","M_bio_products"
"8825","WA","WA","ASI","p10.f","C_LIBC","Lignite/Brown Coal","M_bio_products"
"8826","WA","WA","ASI","p10.g","C_BKBP","BKB/Peat Briquettes","M_bio_products"
"8827","WA","WA","ASI","p10.h","C_PEAT","Peat","M_bio_products"
"8828","WA","WA","ASI","p11.a","C_COIL","Crude petroleum and services related to crude oil extraction, excluding surveying","M_bio_products"
"8829","WA","WA","ASI","p11.b","C_GASE","Natural gas and services related to natural gas extraction, excluding surveying","M_bio_products"
"8830","WA","WA","ASI","p11.b.1","C_GASL","Natural Gas Liquids","M_bio_products"
"8831","WA","WA","ASI","p11.c","C_OGPL","Other Hydrocarbons","M_bio_products"
"8832","WA","WA","ASI","p12","C_ORAN","Uranium and thorium ores (12)","M_bio_products"
"8833","WA","WA","ASI","p13.1","C_IRON","Iron ores","M_bio_products"
"8834","WA","WA","ASI","p13.20.11","C_COPO","Copper ores and concentrates","M_bio_products"
"8835","WA","WA","ASI","p13.20.12","C_NIKO","Nickel ores and concentrates","M_bio_products"
"8836","WA","WA","ASI","p13.20.13","C_ALUO","Aluminium ores and concentrates","M_bio_products"
"8837","WA","WA","ASI","p13.20.14","C_PREO","Precious metal ores and concentrates","M_bio_products"
"8838","WA","WA","ASI","p13.20.15","C_LZTO","Lead, zinc and tin ores and concentrates","M_bio_products"
"8839","WA","WA","ASI","p13.20.16","C_ONFO","Other non-ferrous metal ores and concentrates","M_bio_products"
"8840","WA","WA","ASI","p14.1","C_STON","Stone","M_bio_products"
"8841","WA","WA","ASI","p14.2","C_SDCL","Sand and clay","M_bio_products"
"8842","WA","WA","ASI","p14.3","C_CHMF","Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.","M_bio_products"
"8843","WA","WA","ASI","p15.a","C_PCAT","Products of meat cattle","M_bio_products"
"8844","WA","WA","ASI","p15.b","C_PPIG","Products of meat pigs","M_bio_products"
"8845","WA","WA","ASI","p15.c","C_PPLT","Products of meat poultry","M_bio_products"
"8846","WA","WA","ASI","p15.d","C_POME","Meat products nec","M_bio_products"
"8847","WA","WA","ASI","p15.e","C_VOIL","products of Vegetable oils and fats","M_bio_products"
"8848","WA","WA","ASI","p15.f","C_DAIR","Dairy products","M_bio_products"
"8849","WA","WA","ASI","p15.g","C_RICE","Processed rice","M_bio_products"
"8850","WA","WA","ASI","p15.h","C_SUGR","Sugar","M_bio_products"
"8851","WA","WA","ASI","p15.i","C_OFOD","Food products nec","M_bio_products"
"8852","WA","WA","ASI","p15.j","C_BEVR","Beverages","M_bio_products"
"8853","WA","WA","ASI","p15.k","C_FSHP","Fish products","M_bio_products"
"8854","WA","WA","ASI","p16","C_TOBC","Tobacco products (16)","M_bio_products"
"8855","WA","WA","ASI","p17","C_TEXT","Textiles (17)","M_bio_products"
"8856","WA","WA","ASI","p18","C_GARM","Wearing apparel; furs (18)","M_bio_products"
"8857","WA","WA","ASI","p19","C_LETH","Leather and leather products (19)","M_bio_products"
"8858","WA","WA","ASI","p20","C_WOOD","Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)","M_bio_products"
"8859","WA","WA","ASI","p20.w","C_WOOW","Wood material for treatment, Re-processing of secondary wood material into new wood material","M_bio_products"
"8860","WA","WA","ASI","p21.1","C_PULP","Pulp","M_bio_products"
"8861","WA","WA","ASI","p21.w.1","C_PAPR","Secondary paper for treatment, Re-processing of secondary paper into new pulp","M_bio_products"
"8862","WA","WA","ASI","p21.2","C_PAPE","Paper and paper products","M_bio_products"
"8863","WA","WA","ASI","p22","C_MDIA","Printed matter and recorded media (22)","M_bio_products"
"8864","WA","WA","ASI","p23.1.a","C_COKE","Coke Oven Coke","M_bio_products"
"8865","WA","WA","ASI","p23.1.b","C_GCOK","Gas Coke","M_bio_products"
"8866","WA","WA","ASI","p23.1.c","C_COTA","Coal Tar","M_bio_products"
"8867","WA","WA","ASI","p23.20.a","C_MGSL","Motor Gasoline","M_bio_products"
"8868","WA","WA","ASI","p23.20.b","C_AGSL","Aviation Gasoline","M_bio_products"
"8869","WA","WA","ASI","p23.20.c","C_GJET","Gasoline Type Jet Fuel","M_bio_products"
"8870","WA","WA","ASI","p23.20.d","C_KJET","Kerosene Type Jet Fuel","M_bio_products"
"8871","WA","WA","ASI","p23.20.e","C_KERO","Kerosene","M_bio_products"
"8872","WA","WA","ASI","p23.20.f","C_DOIL","Gas/Diesel Oil","M_bio_products"
"8873","WA","WA","ASI","p23.20.g","C_FOIL","Heavy Fuel Oil","M_bio_products"
"8874","WA","WA","ASI","p23.20.h","C_RGAS","Refinery Gas","M_bio_products"
"8875","WA","WA","ASI","p23.20.i","C_LPGA","Liquefied Petroleum Gases (LPG)","M_bio_products"
"8876","WA","WA","ASI","p23.20.j","C_REFF","Refinery Feedstocks","M_bio_products"
"8877","WA","WA","ASI","p23.20.k","C_ETHA","Ethane","M_bio_products"
"8878","WA","WA","ASI","p23.20.l","C_NAPT","Naphtha","M_bio_products"
"8879","WA","WA","ASI","p23.20.m","C_WHSP","White Spirit & SBP","M_bio_products"
"8880","WA","WA","ASI","p23.20.n","C_LUBR","Lubricants","M_bio_products"
"8881","WA","WA","ASI","p23.20.o","C_BITU","Bitumen","M_bio_products"
"8882","WA","WA","ASI","p23.20.p","C_PARW","Paraffin Waxes","M_bio_products"
"8883","WA","WA","ASI","p23.20.q","C_PETC","Petroleum Coke","M_bio_products"
"8884","WA","WA","ASI","p23.20.r","C_NSPP","Non-specified Petroleum Products","M_bio_products"
"8885","WA","WA","ASI","p23.3","C_NUCF","Nuclear fuel","M_bio_products"
"8886","WA","WA","ASI","p24.a","C_PLAS","Plastics, basic","M_bio_products"
"8887","WA","WA","ASI","p24.a.w","C_PLAW","Secondary plastic for treatment, Re-processing of secondary plastic into new plastic","M_bio_products"
"8888","WA","WA","ASI","p24.b","C_NFER","N-fertiliser","M_bio_products"
"8889","WA","WA","ASI","p24.c","C_PFER","P- and other fertiliser","M_bio_products"
"8890","WA","WA","ASI","p24.d","C_CHEM","Chemicals nec","M_bio_products"
"8891","WA","WA","ASI","p24.e","C_CHAR","Charcoal","M_bio_products"
"8892","WA","WA","ASI","p24.f","C_ADDC","Additives/Blending Components","M_bio_products"
"8893","WA","WA","ASI","p24.g","C_BIOG","Biogasoline","M_bio_products"
"8894","WA","WA","ASI","p24.h","C_BIOD","Biodiesels","M_bio_products"
"8895","WA","WA","ASI","p24.i","C_OBIO","Other Liquid Biofuels","M_bio_products"
"8896","WA","WA","ASI","p25","C_RUBP","Rubber and plastic products (25)","M_bio_products"
"8897","WA","WA","ASI","p26.a","C_GLAS","Glass and glass products","M_bio_products"
"8898","WA","WA","ASI","p26.a.w","M_metal&mineral_products","Secondary glass for treatment, Re-processing of secondary glass into new glass","M_bio_products"
"8899","WA","WA","ASI","p26.b","C_CRMC","Ceramic goods","M_bio_products"
"8900","WA","WA","ASI","p26.c","C_BRIK","Bricks, tiles and construction products, in baked clay","M_bio_products"
"8901","WA","WA","ASI","p26.d","C_CMNT","Cement, lime and plaster","M_bio_products"
"8902","WA","WA","ASI","p26.d.w","C_ASHW","Ash for treatment, Re-processing of ash into clinker","M_bio_products"
"8903","WA","WA","ASI","p26.e","C_ONMM","Other non-metallic mineral products","M_bio_products"
"8904","WA","WA","ASI","p27.a","C_STEL","Basic iron and steel and of ferro-alloys and first products thereof","M_bio_products"
"8905","WA","WA","ASI","p27.a.w","C_STEW","Secondary steel for treatment, Re-processing of secondary steel into new steel","M_bio_products"
"8906","WA","WA","ASI","p27.41","C_PREM","Precious metals","M_bio_products"
"8907","WA","WA","ASI","p27.41.w","C_PREW","Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals","M_bio_products"
"8908","WA","WA","ASI","p27.42","C_ALUM","Aluminium and aluminium products","M_bio_products"
"8909","WA","WA","ASI","p27.42.w","C_ALUW","Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium","M_bio_products"
"8910","WA","WA","ASI","p27.43","C_LZTP","Lead, zinc and tin and products thereof","M_bio_products"
"8911","WA","WA","ASI","p27.43.w","C_LZTW","Secondary lead for treatment, Re-processing of secondary lead into new lead","M_bio_products"
"8912","WA","WA","ASI","p27.44","C_COPP","Copper products","M_bio_products"
"8913","WA","WA","ASI","p27.44.w","C_COPW","Secondary copper for treatment, Re-processing of secondary copper into new copper","M_bio_products"
"8914","WA","WA","ASI","p27.45","C_ONFM","Other non-ferrous metal products","M_bio_products"
"8915","WA","WA","ASI","p27.45.w","C_ONFW","Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals","M_bio_products"
"8916","WA","WA","ASI","p27.5","C_METC","Foundry work services","M_bio_products"
"8917","WA","WA","ASI","p28","C_FABM","Fabricated metal products, except machinery and equipment (28)","M_bio_products"
"8918","WA","WA","ASI","p29","C_MACH","Machinery and equipment n.e.c. (29)","M_bio_products"
"8919","WA","WA","ASI","p30","C_OFMA","Office machinery and computers (30)","M_bio_products"
"8920","WA","WA","ASI","p31","C_ELMA","Electrical machinery and apparatus n.e.c. (31)","M_bio_products"
"8921","WA","WA","ASI","p32","C_RATV","Radio, television and communication equipment and apparatus (32)","M_bio_products"
"8922","WA","WA","ASI","p33","C_MEIN","Medical, precision and optical instruments, watches and clocks (33)","M_bio_products"
"8923","WA","WA","ASI","p34","C_MOTO","Motor vehicles, trailers and semi-trailers (34)","M_bio_products"
"8924","WA","WA","ASI","p35","C_OTRE","Other transport equipment (35)","M_bio_products"
"8925","WA","WA","ASI","p36","C_FURN","Furniture; other manufactured goods n.e.c. (36)","M_bio_products"
"8926","WA","WA","ASI","p37","C_RYMS","Secondary raw materials","M_bio_products"
"8927","WA","WA","ASI","p37.w.1","C_BOTW","Bottles for treatment, Recycling of bottles by direct reuse","M_bio_products"
"8928","WA","WA","ASI","p40.11.a","C_POWC","Electricity by coal","M_bio_products"
"8929","WA","WA","ASI","p40.11.b","C_POWG","Electricity by gas","M_bio_products"
"8930","WA","WA","ASI","p40.11.c","C_POWN","Electricity by nuclear","M_bio_products"
"8931","WA","WA","ASI","p40.11.d","C_POWH","Electricity by hydro","M_bio_products"
"8932","WA","WA","ASI","p40.11.e","C_POWW","Electricity by wind","M_bio_products"
"8933","WA","WA","ASI","p40.11.f","C_POWP","Electricity by petroleum and other oil derivatives","M_bio_products"
"8934","WA","WA","ASI","p40.11.g","C_POWB","Electricity by biomass and waste","M_bio_products"
"8935","WA","WA","ASI","p40.11.h","C_POWS","Electricity by solar photovoltaic","M_bio_products"
"8936","WA","WA","ASI","p40.11.i","C_POWE","Electricity by solar thermal","M_bio_products"
"8937","WA","WA","ASI","p40.11.j","C_POWO","Electricity by tide, wave, ocean","M_bio_products"
"8938","WA","WA","ASI","p40.11.k","C_POWM","Electricity by Geothermal","M_bio_products"
"8939","WA","WA","ASI","p40.11.l","C_POWZ","Electricity nec","M_bio_products"
"8940","WA","WA","ASI","p40.12","C_POWT","Transmission services of electricity","M_bio_products"
"8941","WA","WA","ASI","p40.13","C_POWD","Distribution and trade services of electricity","M_bio_products"
"8942","WA","WA","ASI","p40.2.a","C_COOG","Coke oven gas","M_bio_products"
"8943","WA","WA","ASI","p40.2.b","C_MBFG","Blast Furnace Gas","M_bio_products"
"8944","WA","WA","ASI","p40.2.c","C_MOSG","Oxygen Steel Furnace Gas","M_bio_products"
"8945","WA","WA","ASI","p40.2.d","C_MGWG","Gas Works Gas","M_bio_products"
"8946","WA","WA","ASI","p40.2.e","C_MBIO","Biogas","M_bio_products"
"8947","WA","WA","ASI","p40.2.1","C_GASD","Distribution services of gaseous fuels through mains","M_bio_products"
"8948","WA","WA","ASI","p40.3","C_HWAT","Steam and hot water supply services","M_bio_products"
"8949","WA","WA","ASI","p41","C_WATR","Collected and purified water, distribution services of water (41)","M_bio_products"
"8950","WA","WA","ASI","p45","C_CONS","Construction work (45)","M_bio_products"
"8951","WA","WA","ASI","p45.w","C_CONW","Secondary construction material for treatment, Re-processing of secondary construction material into aggregates","M_bio_products"
"8952","WA","WA","ASI","p50.a","C_TDMO","Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries","M_bio_products"
"8953","WA","WA","ASI","p50.b","C_TDFU","Retail trade services of motor fuel","M_bio_products"
"8954","WA","WA","ASI","p51","C_TDWH","Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)","M_bio_products"
"8955","WA","WA","ASI","p52","C_TDRT","Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)","M_bio_products"
"8956","WA","WA","ASI","p55","C_HORE","Hotel and restaurant services (55)","M_bio_products"
"8957","WA","WA","ASI","p60.1","C_TRAI","Railway transportation services","M_bio_products"
"8958","WA","WA","ASI","p60.2","C_TLND","Other land transportation services","M_bio_products"
"8959","WA","WA","ASI","p60.3","C_TPIP","Transportation services via pipelines","M_bio_products"
"8960","WA","WA","ASI","p61.1","C_TWAS","Sea and coastal water transportation services","M_bio_products"
"8961","WA","WA","ASI","p61.2","C_TWAI","Inland water transportation services","M_bio_products"
"8962","WA","WA","ASI","p62","C_TAIR","Air transport services (62)","M_bio_products"
"8963","WA","WA","ASI","p63","C_TAUX","Supporting and auxiliary transport services; travel agency services (63)","M_bio_products"
"8964","WA","WA","ASI","p64","C_PTEL","Post and telecommunication services (64)","M_bio_products"
"8965","WA","WA","ASI","p65","C_FINT","Financial intermediation services, except insurance and pension funding services (65)","M_bio_products"
"8966","WA","WA","ASI","p66","C_FINS","Insurance and pension funding services, except compulsory social security services (66)","M_bio_products"
"8967","WA","WA","ASI","p67","C_FAUX","Services auxiliary to financial intermediation (67)","M_bio_products"
"8968","WA","WA","ASI","p70","C_REAL","Real estate services (70)","M_bio_products"
"8969","WA","WA","ASI","p71","C_MARE","Renting services of machinery and equipment without operator and of personal and household goods (71)","M_bio_products"
"8970","WA","WA","ASI","p72","C_COMP","Computer and related services (72)","M_bio_products"
