consumer,origin,input,input_group,product,input_category,cropland_m2,blue_water_m3,ghg_kg,biodiv,n_application_kg,p_application_kg
EU-27,NAM,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,5.41040434329043e-08,4.95492502214574e-10,1.47768413199465e-11,2.99877558067606e-21,0,0
EU-27,NAM,"Hard Fibres, Other",Fibre crops,Leather and leather products (19),fibre crops,0.00016526112201979,1.01283998243765e-06,5.67000640599419e-08,9.15977782256984e-18,0,0
EU-27,NAM,Tobacco,"Tobacco, rubber",Leather and leather products (19),other crops,0.000100870788152243,1.22572715816567e-06,1.64840940564136e-08,5.40346413648116e-17,8.30813229397846e-07,3.55596010421574e-07
EU-27,NAM,Fodder crops,Fodder crops,Leather and leather products (19),other crops,0.209190307965388,0.0207531947154129,0.000147557093755689,1.34670510229167e-13,0.00108715303526359,0.000268495437771892
EU-27,NAM,Grazing,Grazing,Leather and leather products (19),other crops,0,0,2.39351958430575e-05,1.60017086227447e-12,0.00162522909971698,0.000192337568351503
EU-27,NAM,Sugar (Raw Equivalent),"Sugar, sweeteners",Leather and leather products (19),other crops,0,0,4.47407121870129e-08,0,0,0
EU-27,NAM,"Sweeteners, Other","Sugar, sweeteners",Leather and leather products (19),other crops,0,0,5.43832059874311e-06,0,0,0
EU-27,NAM,Soyabean Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,3.80978812938366e-07,0,0,0
EU-27,NAM,Sunflowerseed Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,5.53024497724119e-08,0,0,0
EU-27,NAM,Rape and Mustard Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.26633288050514e-06,0,0,0
EU-27,NAM,Maize Germ Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,2.04710707435237e-08,0,0,0
EU-27,NAM,"Oilcrops Oil, Other",Vegetable oils,Leather and leather products (19),other crops,0,0,2.97717864328503e-06,0,0,0
EU-27,NAM,Soyabean Cake,Oil cakes,Leather and leather products (19),other crops,0,0,1.47055781667777e-06,0,0,0
EU-27,NAM,Sunflowerseed Cake,Oil cakes,Leather and leather products (19),other crops,0,0,6.95519283296222e-09,0,0,0
EU-27,NAM,Rape and Mustard Cake,Oil cakes,Leather and leather products (19),other crops,0,0,1.29755315080507e-07,0,0,0
EU-27,NAM,"Oilseed Cakes, Other",Oil cakes,Leather and leather products (19),other crops,0,0,6.19898061627e-08,0,0,0
EU-27,NAM,Wine,Alcohol,Leather and leather products (19),other crops,0,0,4.86433470493445e-10,0,0,0
EU-27,NAM,"Beverages, Alcoholic",Alcohol,Leather and leather products (19),other crops,0,0,2.04649459052349e-08,0,0,0
EU-27,NAM,"Alcohol, Non-Food",Ethanol,Leather and leather products (19),other crops,0,0,2.11587736508481e-05,0,0,0
EU-27,NAM,Cattle,Live animals,Leather and leather products (19),animal-based,0,0.00868883621358388,0.000732788628007214,0,0,0
EU-27,NAM,Buffaloes,Live animals,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,NAM,Sheep,Live animals,Leather and leather products (19),animal-based,0,8.57347711562984e-05,1.71603578279793e-05,0,0,0
EU-27,NAM,Pigs,Live animals,Leather and leather products (19),animal-based,0,5.95858544979543e-06,5.74620812678355e-07,0,0,0
EU-27,NAM,Poultry Birds,Live animals,Leather and leather products (19),animal-based,0,4.80281411852192e-06,2.74422807608147e-07,0,0,0
EU-27,NAM,Horses,Live animals,Leather and leather products (19),animal-based,0,6.22373625473771e-05,3.21586826392545e-06,0,0,0
EU-27,NAM,Rabbits and hares,Live animals,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,NAM,Milk - Excluding Butter,Milk,Leather and leather products (19),animal-based,0,0,6.16383809093316e-07,0,0,0
EU-27,NAM,"Butter, Ghee",Milk,Leather and leather products (19),animal-based,0,0,4.98435381247937e-09,0,0,0
EU-27,NAM,Eggs,Eggs,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,NAM,Wool (Clean Eq.),"Hides, skins, wool",Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,NAM,Bovine Meat,Meat,Leather and leather products (19),animal-based,0,2.93212564155378e-20,0,0,0,0
EU-27,NAM,Mutton & Goat Meat,Meat,Leather and leather products (19),animal-based,0,5.6768529652693e-22,0,0,0,0
EU-27,NAM,Pigmeat,Meat,Leather and leather products (19),animal-based,0,7.80706751410079e-23,0,0,0,0
EU-27,NAM,"Meat, Other",Meat,Leather and leather products (19),animal-based,0,8.56564220442832e-09,0,0,0,0
EU-27,NAM,"Offals, Edible",Meat,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,NAM,"Fats, Animals, Raw",Animal fats,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,NAM,Hides and skins,"Hides, skins, wool",Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,NAM,"Fish, Seafood",Fish,Leather and leather products (19),animal-based,0,0,4.0471370381799e-07,0,0,0
EU-27,AFR,Sesameseed Cake,Oil cakes,Leather and leather products (19),other crops,0,0,3.57705149707134e-08,0,0,0
EU-27,AFR,Pigmeat,Meat,Leather and leather products (19),animal-based,0,7.0652302185321e-21,0,0,0,0
EU-27,ASI,"Offals, Edible",Meat,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,LAM,Sugar beet,Sugar crops,Leather and leather products (19),other crops,6.49822323823778e-06,1.90023972986032e-06,5.97171699961285e-09,7.58873001920222e-17,1.00949243669835e-07,4.22104869168535e-08
EU-27,LAM,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,1.95521629674325e-08,5.26793012131938e-09,4.64329677323281e-11,7.10484434433142e-20,1.91709638589039e-10,2.37730299043891e-11
EU-27,LAM,Camels,Live animals,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,ASI,Rye and products,Cereals,Leather and leather products (19),other crops,0.00102714687840158,1.40134664644994e-05,1.35127785305098e-07,1.72514524156249e-16,3.38600708176658e-06,3.62968169197161e-07
EU-27,ASI,"Roots, Other",Roots and tubers,Leather and leather products (19),other crops,0.00765399253693953,1.85102157821081e-06,3.38536048747647e-08,1.95547852798114e-14,2.79012593683728e-05,2.22386299180267e-05
EU-27,ASI,"Oil, palm fruit",Oil crops,Leather and leather products (19),other crops,1.85698319494644,0,1.45141616226297e-05,1.16784249934524e-11,0.0146425649177092,0.00148024291856689
EU-27,ASI,Bananas,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,9.01323860203299e-05,7.9509958631722e-10,1.2630549700168e-07,2.1881898813707e-15,1.73188680827486e-06,1.32709083240573e-07
EU-27,ASI,"Soft-Fibres, Other",Fibre crops,Leather and leather products (19),fibre crops,0.0254777424420489,0.000148328655947512,2.61405262666937e-06,1.65238993625352e-14,0,0
EU-27,ASI,Sisal,Fibre crops,Leather and leather products (19),fibre crops,0.000233629942877129,3.82815923296373e-06,6.48094342887002e-08,2.59443062586949e-16,8.72799357449939e-08,3.93414810200256e-07
EU-27,ASI,Palm kernels,Oil crops,Leather and leather products (19),other crops,0,0,8.01619012204988e-06,0,0,0
EU-27,ASI,Groundnut Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,8.58682223835583e-07,0,0,0
EU-27,ASI,Palmkernel Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,0.0017322358895249,0,0,0
EU-27,ASI,Maize Germ Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,5.82369296765313e-10,0,0,0
EU-27,ASI,Palmkernel Cake,Oil cakes,Leather and leather products (19),other crops,0,0,5.90540513061064e-05,0,0,0
EU-27,ASI,Asses,Live animals,Leather and leather products (19),animal-based,0,9.36194220391803e-07,7.69094254472511e-08,0,0,0
EU-27,ASI,Mules,Live animals,Leather and leather products (19),animal-based,0,2.50159089687123e-07,1.87634317760232e-08,0,0,0
EU-27,ASI,Rabbits and hares,Live animals,Leather and leather products (19),animal-based,0,7.85070191283156e-07,0,0,0,0
EU-27,LAM,"Roots, Other",Roots and tubers,Leather and leather products (19),other crops,0.000162413508897445,2.99069731780741e-06,2.41055063868492e-07,9.69989277213994e-15,2.30713311081838e-06,4.9860170630919e-07
EU-27,LAM,Sugar non-centrifugal,"Sugar, sweeteners",Leather and leather products (19),other crops,0,0,1.65946245964013e-08,0,0,0
EU-27,LAM,Coconut Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,5.27771355908853e-08,0,0,0
EU-27,LAM,Sesameseed Cake,Oil cakes,Leather and leather products (19),other crops,0,0,5.59533039983972e-10,0,0,0
EU-27,LAM,Buffaloes,Live animals,Leather and leather products (19),animal-based,0,4.43935857697046e-05,0,0,0,0
EU-27,AFR,Peas,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.00490631127731352,1.83060207224374e-06,3.33591648097424e-06,6.96696791720583e-15,8.82946737559551e-08,3.65098695064991e-08
EU-27,LAM,Abaca,Fibre crops,Leather and leather products (19),fibre crops,0.00163091375125627,0.000194333733099575,1.61548825867207e-06,3.08918620649611e-14,0,0
EU-27,EU,Sesameseed Cake,Oil cakes,Leather and leather products (19),other crops,0,0,3.03175673317639e-09,0,0,0
EU-27,ASI,Olives (including preserved),Oil crops,Leather and leather products (19),other crops,0.0127110340230239,0.00179286131213375,4.14078392460103e-07,1.34089247842001e-14,6.00753407185036e-05,1.21833346654413e-05
EU-27,ASI,Olive Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.84390046697614e-07,0,0,0
EU-27,AFR,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.00916662575137692,0.000683236185608632,9.73452651584739e-07,4.16252519946247e-15,1.56095650789155e-05,8.05762551866445e-08
EU-27,AFR,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.000221995380809598,6.2057913218931e-05,2.47003476861925e-08,6.05908324233486e-16,1.25839192210743e-06,1.95515696167655e-07
EU-27,AFR,Soyabean Cake,Oil cakes,Leather and leather products (19),other crops,0,0,4.08639387168506e-07,0,0,0
EU-27,EU,Groundnut Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,2.42663282497697e-12,0,0,0
EU-27,EU,Groundnut Cake,Oil cakes,Leather and leather products (19),other crops,0,0,1.0239544158565e-08,0,0,0
EU-27,EU,"Butter, Ghee",Milk,Leather and leather products (19),animal-based,0,0,1.40400030859766e-07,0,0,0
EU-27,EUR,Rye and products,Cereals,Leather and leather products (19),other crops,0.00409437122915156,1.99102212257367e-06,1.94598185300416e-06,3.37975253819945e-15,2.18304938285246e-05,3.11345143779219e-06
EU-27,EUR,Millet and products,Cereals,Leather and leather products (19),other crops,0.00172637959131662,0,1.5057818094477e-07,4.62606427771491e-16,8.05352243730381e-07,8.22612478407494e-08
EU-27,EUR,"Cereals, Other",Cereals,Leather and leather products (19),other crops,0.00727002396387518,1.62925558141663e-05,2.32194279456999e-06,6.71646055809729e-15,2.78736668341528e-05,1.97148522681076e-06
EU-27,EUR,Sugar beet,Sugar crops,Leather and leather products (19),other crops,0.00111231163185442,0.000264499946779942,1.74811095249557e-07,1.06036163067891e-15,6.57606372676434e-06,1.46083825519234e-06
EU-27,EUR,Peas,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.00324338676490341,6.63575103991201e-07,3.76349414295708e-07,6.37293078270393e-16,2.91830833384141e-06,6.91474867278006e-07
EU-27,EUR,Rape and Mustardseed,Oil crops,Leather and leather products (19),other crops,0.197548683952256,0,2.23013741012988e-05,9.24250331446134e-14,0.00046430691820809,0.000103726691209587
EU-27,EUR,"Oilcrops, Other",Oil crops,Leather and leather products (19),other crops,0.0108475758669304,0.000201031182149341,4.0092233117541e-06,9.79155438330234e-15,4.53636400456713e-07,1.08215880442823e-08
EU-27,EUR,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.000905564048330857,7.79608656972785e-06,4.81755074179987e-08,8.98650365922206e-17,1.47859806536638e-06,5.2145200442435e-08
EU-27,EUR,"Soft-Fibres, Other",Fibre crops,Leather and leather products (19),fibre crops,0.0207371325391766,1.1304687239555e-05,1.19933934561844e-05,1.15517457847578e-15,0,0
EU-27,EUR,Sugar (Raw Equivalent),"Sugar, sweeteners",Leather and leather products (19),other crops,0,0,1.14498041089436e-07,0,0,0
EU-27,EUR,"Sweeteners, Other","Sugar, sweeteners",Leather and leather products (19),other crops,0,0,7.52272314594055e-06,0,0,0
EU-27,EUR,Soyabean Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,7.20812443087969e-07,0,0,0
EU-27,EUR,Rape and Mustard Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,3.81232243578037e-06,0,0,0
EU-27,EUR,Rape and Mustard Cake,Oil cakes,Leather and leather products (19),other crops,0,0,3.97093636936148e-08,0,0,0
EU-27,EUR,"Oilseed Cakes, Other",Oil cakes,Leather and leather products (19),other crops,0,0,4.75296924520338e-08,0,0,0
EU-27,EUR,Wine,Alcohol,Leather and leather products (19),other crops,0,0,2.14617392830739e-09,0,0,0
EU-27,EUR,"Beverages, Alcoholic",Alcohol,Leather and leather products (19),other crops,0,0,2.99171133991323e-09,0,0,0
EU-27,EUR,"Alcohol, Non-Food",Ethanol,Leather and leather products (19),other crops,0,0,4.49583524199256e-07,0,0,0
EU-27,EUR,Pigs,Live animals,Leather and leather products (19),animal-based,0,5.52134622751623e-10,3.06252940667428e-11,0,0,0
EU-27,EUR,Horses,Live animals,Leather and leather products (19),animal-based,0,4.20010659601785e-06,5.78205511521077e-07,0,0,0
EU-27,EUR,Rabbits and hares,Live animals,Leather and leather products (19),animal-based,0,6.33324166444985e-07,0,0,0,0
EU-27,EUR,"Butter, Ghee",Milk,Leather and leather products (19),animal-based,0,0,2.307547547334e-09,0,0,0
EU-27,EUR,Pigmeat,Meat,Leather and leather products (19),animal-based,0,2.51021860012811e-25,0,0,0,0
EU-27,EUR,"Meat, Other",Meat,Leather and leather products (19),animal-based,0,1.19052487886362e-20,0,0,0,0
EU-27,EUR,"Fats, Animals, Raw",Animal fats,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,AFR,Sugar beet,Sugar crops,Leather and leather products (19),other crops,0.000484270548307664,0.000519902692800771,5.93850544150204e-08,1.69077055241471e-16,4.28587096168939e-06,1.40875364086326e-06
EU-27,AFR,Olives (including preserved),Oil crops,Leather and leather products (19),other crops,0.235413267103664,0.0113294008376649,1.19452325527334e-05,8.54699421757015e-14,0.00023427937810874,0.000100380703185341
EU-27,AFR,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,5.47339817892719e-07,2.62030361368273e-07,2.46994508277456e-10,3.62885266400623e-19,4.54612838023683e-09,1.40003404472815e-09
EU-27,AFR,Onions,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,5.24426737234645e-08,1.07631780193041e-08,1.14084973774138e-11,4.66842204186796e-20,1.47949262126416e-10,1.50041361632354e-11
EU-27,AFR,"Oranges, Mandarines","Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,5.00757827055457e-05,2.01398198412114e-05,7.94429691762549e-09,1.73238036106218e-17,3.40970929176873e-07,7.91061965292884e-08
EU-27,AFR,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.00012437488470687,0.000101335878092772,1.39469833895475e-08,8.51987879722668e-16,1.63629521725131e-06,1.63383164138696e-07
EU-27,AFR,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.000599876335323329,0.000160034081575392,4.80148369579622e-08,4.03447278507071e-15,3.58770806359778e-06,9.0932526982153e-07
EU-27,AFR,"Soft-Fibres, Other",Fibre crops,Leather and leather products (19),fibre crops,0.00141099490690868,0.00132636181853041,9.32394684153433e-08,3.41394874009747e-17,0,0
EU-27,AFR,Olive Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.4069585302036e-06,0,0,0
EU-27,AFR,"Oilseed Cakes, Other",Oil cakes,Leather and leather products (19),other crops,0,0,6.42939357212998e-08,0,0,0
EU-27,AFR,"Alcohol, Non-Food",Ethanol,Leather and leather products (19),other crops,0,0,8.9275549910259e-08,0,0,0
EU-27,AFR,Buffaloes,Live animals,Leather and leather products (19),animal-based,0,0.000416098604827073,4.96320180896569e-05,0,0,0
EU-27,AFR,Camels,Live animals,Leather and leather products (19),animal-based,0,4.59862726275865e-06,4.01511067581478e-06,0,0,0
EU-27,AFR,"Butter, Ghee",Milk,Leather and leather products (19),animal-based,0,0,1.14451685830788e-06,0,0,0
EU-27,AFR,Silk,"Hides, skins, wool",Leather and leather products (19),animal-based,0,0,1.08124810212883e-09,0,0,0
EU-27,OCE,Cassava and products,Roots and tubers,Leather and leather products (19),other crops,2.82767021388979e-05,0,2.77283832845806e-08,2.43183863985881e-15,3.86694139721662e-09,0
EU-27,OCE,"Roots, Other",Roots and tubers,Leather and leather products (19),other crops,2.94918957357425e-05,5.50125769806702e-08,1.07487574183074e-08,2.69188717129267e-15,4.61634586900083e-08,0
EU-27,EU,Coconuts - Incl Copra,Oil crops,Leather and leather products (19),other crops,2.40243898660413e-06,0,3.77529645097222e-10,2.59470737992155e-18,0,0
EU-27,EU,Olives (including preserved),Oil crops,Leather and leather products (19),other crops,0.623386459709327,0.0694718125510807,8.57858794751079e-05,4.91770978374687e-12,0.00469293264866064,0.000585890162331658
EU-27,EU,Palmkernel Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,0,0,0,0
EU-27,EU,Coconut Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,9.67636509242118e-09,0,0,0
EU-27,EU,Sesameseed Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,2.02447709376985e-08,0,0,0
EU-27,EU,Olive Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.3104747265048e-05,0,0,0
EU-27,EU,Palmkernel Cake,Oil cakes,Leather and leather products (19),other crops,0,0,1.14973522203662e-10,0,0,0
EU-27,EU,Copra Cake,Oil cakes,Leather and leather products (19),other crops,0,0,4.20690669242428e-11,0,0,0
EU-27,AFR,Plantains,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.00237431097219896,0,1.35864382046691e-08,3.11337054692214e-15,5.60965886168611e-07,3.24785478693637e-08
EU-27,AFR,"Hard Fibres, Other",Fibre crops,Leather and leather products (19),fibre crops,0.420129475609026,0.00390937887731289,0.000649988263899957,4.16705440122152e-13,0,0
EU-27,EU,Sesame seed,Oil crops,Leather and leather products (19),other crops,8.76639234481881e-06,1.89544438288797e-06,2.18413692600232e-09,4.67985841418669e-17,8.51968918401765e-08,1.65225810425188e-08
EU-27,EU,Cottonseed Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,2.19209915432271e-06,0,0,0
EU-27,EU,Cottonseed Cake,Oil cakes,Leather and leather products (19),other crops,0,0,1.8629765653926e-08,0,0,0
EU-27,AFR,Groundnut Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,2.94412130833821e-08,0,0,0
EU-27,EU,Asses,Live animals,Leather and leather products (19),animal-based,0,4.93980673544572e-07,2.98377022062907e-08,0,0,0
EU-27,ASI,Sugar non-centrifugal,"Sugar, sweeteners",Leather and leather products (19),other crops,0,0,7.74457600688641e-10,0,0,0
EU-27,ASI,"Butter, Ghee",Milk,Leather and leather products (19),animal-based,0,0,7.69392069165742e-07,0,0,0
EU-27,ASI,Cloves,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.0110764470468137,0,2.49869697643625e-05,6.77347997451457e-14,0,0
EU-27,ASI,Abaca,Fibre crops,Leather and leather products (19),fibre crops,0.0373724879890846,0,2.05882360455464e-07,9.06633545885691e-13,0,0
EU-27,ASI,Dates,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.000547711703506329,0.000500803633508603,6.79221070756259e-08,6.01819053767749e-17,1.0814264084421e-05,1.36753279598504e-06
EU-27,EU,Sweet potatoes,Roots and tubers,Leather and leather products (19),other crops,2.77002753513835e-05,1.23454339239836e-05,9.72974572105801e-09,3.26070508975071e-16,1.80545314200255e-07,1.16736913719981e-07
EU-27,AFR,Coconut Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,2.53608163358596e-08,0,0,0
EU-27,ASI,Yams,Roots and tubers,Leather and leather products (19),other crops,2.26398289226299e-06,1.24017449860827e-09,1.50213783886419e-09,4.52245301930475e-17,1.41619102551789e-08,9.82018819140241e-09
EU-27,AFR,"Beverages, Alcoholic",Alcohol,Leather and leather products (19),other crops,0,0,7.05024786367081e-10,0,0,0
EU-27,EU,Camels,Live animals,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,AFR,Asses,Live animals,Leather and leather products (19),animal-based,0,1.33833748095928e-06,1.22955128804496e-07,0,0,0
EU-27,AFR,Maize Germ Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.4817230583823e-09,0,0,0
EU-27,AFR,Cloves,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.00011130022348919,9.48800865894824e-07,2.06086004187194e-07,7.2431981508448e-16,0,0
EU-27,LAM,Dates,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,1.11574580130307e-08,0,5.35184300176054e-12,5.62394906809636e-20,2.54988834917713e-10,4.11975431936301e-11
EU-27,LAM,Sesameseed Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,2.70532717660739e-09,0,0,0
EU-27,AFR,Wine,Alcohol,Leather and leather products (19),other crops,0,0,1.2877175419508e-08,0,0,0
EU-27,EUR,Sorghum and products,Cereals,Leather and leather products (19),other crops,0.0014855291005249,0,7.09102192411784e-08,2.87629700272875e-16,4.46217439681573e-07,3.45893507723109e-08
EU-27,EUR,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.000491833591649849,3.71645248066779e-05,1.33319549492128e-08,1.04959598295625e-15,3.29689400842477e-08,4.60661553987633e-07
EU-27,OCE,Yams,Roots and tubers,Leather and leather products (19),other crops,3.77407875089769e-06,0,1.09046792142802e-10,6.8631006202074e-17,1.29409903355114e-10,5.38771711469208e-13
EU-27,EUR,Rice and products,Cereals,Leather and leather products (19),other crops,0.00018468159862156,0.000110235718346272,2.49080420708008e-07,3.77778361264402e-16,1.22996643596167e-06,1.90833993412309e-07
EU-27,EUR,Sesame seed,Oil crops,Leather and leather products (19),other crops,0.00019769813961043,2.6846679477404e-05,2.40666789411067e-08,4.28386454904915e-16,1.15890564055511e-06,2.78988818037841e-07
EU-27,EUR,Onions,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,5.91356540223071e-08,6.5146475690556e-09,1.36021461814621e-11,4.30098099117123e-20,4.76529136518843e-10,1.20930405278847e-10
EU-27,EUR,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,1.33802434588635e-05,1.01609545752248e-05,1.12732743277641e-09,2.89724251557913e-17,0,0
EU-27,EUR,Sesameseed Cake,Oil cakes,Leather and leather products (19),other crops,0,0,9.9322757466616e-09,0,0,0
EU-27,OCE,"Hard Fibres, Other",Fibre crops,Leather and leather products (19),fibre crops,0.00269299687213718,0.000129140082465461,5.84252076149251e-06,2.34878534158622e-14,0,0
EU-27,OCE,Maize Germ Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.05807247744337e-10,0,0,0
EU-27,AFR,Sesameseed Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.54846071018507e-08,0,0,0
EU-27,EUR,Camels,Live animals,Leather and leather products (19),animal-based,0,0,0,0,0,0
EU-27,OCE,Bananas,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,2.76367678660965e-06,0,5.49263288343959e-09,4.18059772003337e-16,1.17041205047113e-08,1.63383875901669e-09
EU-27,OCE,Rubber,"Tobacco, rubber",Leather and leather products (19),other crops,0.000142336159051646,0,5.49540417751816e-07,1.99734718259061e-15,3.18521654783229e-08,7.59740849762635e-08
EU-27,OCE,Palmkernel Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,0.000440582950698122,0,0,0
EU-27,AFR,Rape and Mustard Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,6.73907163413195e-10,0,0,0
EU-27,EU,"Roots, Other",Roots and tubers,Leather and leather products (19),other crops,3.94286386844631e-06,5.10982931416167e-07,4.99258456553431e-10,2.49994137173472e-17,5.1572048102554e-08,2.39624984158585e-08
EU-27,EU,Sugar cane,Sugar crops,Leather and leather products (19),other crops,7.5501074180723e-07,3.75915874605073e-07,3.57849197024501e-09,4.78708535857154e-18,9.25086845751173e-09,1.37254197501286e-09
EU-27,EU,Mules,Live animals,Leather and leather products (19),animal-based,0,3.56563037224689e-07,8.08288425994327e-10,0,0,0
EU-27,EUR,Groundnuts,Oil crops,Leather and leather products (19),other crops,1.62415965012559e-06,7.97118030784068e-07,1.13007189151734e-10,3.51935646400871e-18,3.3097245438741e-09,1.15843977405326e-09
EU-27,EUR,Dates,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,6.79267476097834e-09,0,1.34053268599812e-12,1.47189002177891e-20,1.19966010111645e-10,1.57022327655723e-11
EU-27,EUR,Tea (including mate),"Coffee, tea, cocoa",Leather and leather products (19),other crops,3.54814975903273e-09,4.43034431940148e-09,6.92800085845091e-13,7.68840907281324e-21,7.47547802196626e-11,5.74863152811718e-12
EU-27,EUR,Cottonseed Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,4.61447894378989e-07,0,0,0
EU-27,EUR,Maize Germ Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,1.70088478070355e-08,0,0,0
EU-27,EUR,Buffaloes,Live animals,Leather and leather products (19),animal-based,0,9.76281770864987e-05,8.43077139583877e-06,0,0,0
EU-27,EUR,Silk,"Hides, skins, wool",Leather and leather products (19),animal-based,0,0,1.95628140763745e-09,0,0,0
EU-27,EUR,Palmkernel Oil,Vegetable oils,Leather and leather products (19),other crops,0,0,0,0,0,0
EU-27,NAM,Rice and products,Cereals,Leather and leather products (19),other crops,0.0011323560557621,0.000819086006527443,1.8195677636681e-06,7.38055749166249e-16,1.95410639563479e-05,1.78999917024361e-06
EU-27,NAM,Millet and products,Cereals,Leather and leather products (19),other crops,0.00151421861484894,9.73536201352545e-06,1.62954924169205e-07,9.86949068269577e-16,6.02418559703171e-06,1.42883288863228e-06
EU-27,NAM,Sorghum and products,Cereals,Leather and leather products (19),other crops,0.00837796307486894,0.000269454129597643,2.03770353228999e-06,5.46065328325376e-15,7.03631991187003e-05,6.96034678089287e-06
EU-27,NAM,Sweet potatoes,Roots and tubers,Leather and leather products (19),other crops,0.000189297882117633,2.34620071527555e-05,4.92256822558868e-08,1.23382031200323e-16,2.91638043595935e-06,9.17482242334596e-07
EU-27,NAM,"Roots, Other",Roots and tubers,Leather and leather products (19),other crops,3.50238266655075e-07,2.96764698570894e-08,3.54405783648016e-10,2.28280994275098e-19,3.80515062268398e-09,1.22177030104023e-09
EU-27,NAM,Sugar cane,Sugar crops,Leather and leather products (19),other crops,0.000405115192519813,8.64925637090109e-05,9.71796464958599e-08,2.64049099567546e-16,4.99149360918885e-06,4.32794713930972e-07
EU-27,NAM,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Leather and leather products (19),other crops,0.000167592364920111,0.00012879371394697,2.1636215220948e-08,1.0923464206884e-16,1.63103014615402e-07,9.43735306304457e-08
EU-27,NAM,Seed cotton,Oil crops,Leather and leather products (19),other crops,0.142173523242606,0.0353772365785984,3.48693644285675e-05,9.26669537151947e-14,0.00136970162756157,0.000188015753898452
