consumer,origin,input,input_group,product,input_category,cropland_m2,blue_water_m3,ghg_kg,biodiv,n_application_kg,p_application_kg
EU-27,OCE,Rubber,"Tobacco, rubber",Wearing apparel; furs (18),other crops,0.000164283290178231,0,6.34275285462988e-07,2.30532261774147e-15,3.67635222064808e-08,8.76886992830286e-08
EU-27,OCE,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0.000185004175319188,0,0,0
EU-27,AFR,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,9.61417974506679e-10,0,0,0
EU-27,EU,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,3.18170539424474e-07,4.12339153340958e-08,4.02878054464584e-11,2.01733491521183e-18,4.16162132690632e-09,1.93366073527061e-09
EU-27,EU,Sugar cane,Sugar crops,Wearing apparel; furs (18),other crops,1.25038318230654e-06,6.22559205506309e-07,5.92638744039988e-09,7.92795478683667e-18,1.53204844653138e-08,2.27308474904329e-09
EU-27,EU,Mules,Live animals,Wearing apparel; furs (18),animal-based,0,8.36323526513084e-07,1.89585166238448e-09,0,0,0
EU-27,EUR,Groundnuts,Oil crops,Wearing apparel; furs (18),other crops,6.98587033452799e-07,3.42858117669724e-07,4.8606894662261e-11,1.51375315330895e-18,1.42358582204165e-09,4.98270601124107e-10
EU-27,EUR,Dates,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,4.02817867310822e-10,0,7.9496006600563e-14,8.72857335809885e-22,7.1142008182946e-12,9.3117072982528e-13
EU-27,EUR,Tea (including mate),"Coffee, tea, cocoa",Wearing apparel; furs (18),other crops,1.12745845033492e-08,1.40778419177104e-08,2.20143839529407e-12,2.44306536292821e-20,2.37540448925596e-10,1.82668253439346e-11
EU-27,EUR,Cottonseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.91897335493267e-07,0,0,0
EU-27,EUR,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,4.2436014664965e-08,0,0,0
EU-27,EUR,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,4.45246037218785e-05,3.84496327465877e-06,0,0,0
EU-27,EUR,Silk,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,1.63441454241511e-08,0,0,0
EU-27,EUR,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
EU-27,NAM,Rice and products,Cereals,Wearing apparel; furs (18),other crops,0.00171848106345755,0.00124305759164519,2.761404179922e-06,1.12008481984455e-15,2.96558208859457e-05,2.71653042522753e-06
EU-27,NAM,Millet and products,Cereals,Wearing apparel; furs (18),other crops,0.000191597770696556,1.23183907556274e-06,2.06190835911503e-08,1.24881070287436e-16,7.62254881385621e-07,1.80793706717954e-07
EU-27,NAM,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,0.00999753118639296,0.00032154308152008,2.43161785634999e-06,6.51626785765734e-15,8.39653112907266e-05,8.30587141387883e-06
EU-27,NAM,Sweet potatoes,Roots and tubers,Wearing apparel; furs (18),other crops,1.93167948288448e-05,2.3941671896838e-06,5.0232067776436e-09,1.25904492728647e-17,2.97600384611151e-07,9.36239541405573e-08
EU-27,NAM,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,4.22646529190217e-08,3.58117835138481e-09,4.2767563868539e-11,2.75475809173874e-20,4.59182749812776e-10,1.4743591045432e-10
EU-27,NAM,Sugar cane,Sugar crops,Wearing apparel; furs (18),other crops,0.000105450616151536,2.25138289159449e-05,2.5295653655042e-08,6.87314145649924e-17,1.29927508601069e-06,1.12655536237182e-07
EU-27,NAM,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,0.00019413810744602,0.000149193955754057,2.50632770609323e-08,1.26536830534594e-16,1.8893766784226e-07,1.09321797793875e-07
EU-27,NAM,Seed cotton,Oil crops,Wearing apparel; furs (18),other crops,1.46174396947824,0.363727795767773,0.000358506155087836,9.52746739855095e-13,0.0140824609843576,0.00193306663688002
EU-27,NAM,Olives (including preserved),Oil crops,Wearing apparel; furs (18),other crops,2.46357736569553e-06,5.66034335792131e-07,2.23182879642709e-10,1.60572942495875e-18,1.9682172120705e-08,3.04308435321629e-09
EU-27,NAM,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.43056212966041e-10,2.51450533050021e-10,3.03751799302355e-13,2.23599820019846e-22,1.03844628417227e-11,2.00490467041387e-12
EU-27,NAM,Dates,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.77896141875493e-08,0,1.14236749092594e-11,3.76665597151901e-20,5.77678035199212e-10,1.29913485621655e-10
EU-27,NAM,Cottonseed,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,3.41592126326485e-06,0,0,0
EU-27,NAM,Groundnut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.34401709951805e-08,0,0,0
EU-27,NAM,Cottonseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,4.72153568630537e-09,0,0,0
EU-27,NAM,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
