consumer,origin,input,input_group,product,input_category,cropland_km2,blue_water_km3,ghg_Gt,biodiv,n_application_Tg,p_application_Tg
World,EUR,Soyabean Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.47557629048462e-07,0,0,0
World,EUR,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,5.94193596434231e-06,0,0,0
World,EUR,Rape and Mustard Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.68747965656363e-08,0,0,0
World,EUR,"Oilseed Cakes, Other",Oil cakes,Wearing apparel; furs (18),other crops,0,0,3.30911538811225e-08,0,0,0
World,EUR,Wine,Alcohol,Wearing apparel; furs (18),other crops,0,0,1.97751965995828e-09,0,0,0
World,EUR,"Beverages, Alcoholic",Alcohol,Wearing apparel; furs (18),other crops,0,0,8.16554659141099e-09,0,0,0
World,EUR,"Alcohol, Non-Food",Ethanol,Wearing apparel; furs (18),other crops,0,0,4.88217610494143e-06,0,0,0
World,EUR,Pigs,Live animals,Wearing apparel; furs (18),animal-based,0,2.31101797693417e-10,1.29242657205958e-11,0,0,0
World,EUR,Horses,Live animals,Wearing apparel; furs (18),animal-based,0,3.97464495896367e-05,5.5913454456937e-06,0,0,0
World,EUR,Rabbits and hares,Live animals,Wearing apparel; furs (18),animal-based,0,6.06483471616851e-06,0,0,0,0
World,EUR,"Butter, Ghee",Milk,Wearing apparel; furs (18),animal-based,0,0,5.60364725995347e-10,0,0,0
World,EUR,Pigmeat,Meat,Wearing apparel; furs (18),animal-based,0,1.84059203153931e-25,0,0,0,0
World,EUR,"Meat, Other",Meat,Wearing apparel; furs (18),animal-based,0,5.84563547802537e-21,0,0,0,0
World,EUR,"Fats, Animals, Raw",Animal fats,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,AFR,Sugar beet,Sugar crops,Wearing apparel; furs (18),other crops,1.82472147642806e-06,0.00309063382817345,9.01768247010871e-08,1.560223146376e-07,8.21560684757354e-06,1.30539635715284e-06
World,AFR,Olives (including preserved),Oil crops,Wearing apparel; furs (18),other crops,0.000149780342928162,0.0246725348647818,6.03542569129015e-06,6.78962364544787e-05,0.000192800023687788,6.78555044952669e-05
World,AFR,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.89825319515965e-11,2.84305291334004e-08,2.68596816225221e-11,3.84721930632634e-11,4.63808246236121e-10,1.51479285428438e-10
World,AFR,Onions,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.4013807556056e-11,4.95478356526541e-09,5.04136471474289e-12,2.02052332421149e-11,2.32985586783362e-11,5.93034418125064e-12
World,AFR,"Oranges, Mandarines","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,9.59467840720679e-08,3.85885320438747e-05,1.52215242533871e-08,3.31929558467222e-08,6.5331108869443e-07,1.51569975486726e-07
World,AFR,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.32111189426053e-07,0.000596488380521241,8.20974713892984e-08,5.01514619385331e-06,9.63163254849355e-06,9.61724032648461e-07
World,AFR,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.51970968058234e-06,0.000940624824414246,2.8024671745741e-07,2.37260112238997e-05,2.10493306951829e-05,5.3416005972647e-06
World,AFR,"Soft-Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,2.74781216513462e-05,0.0258299524858869,1.81577229179147e-06,6.64842221134467e-07,0,0
World,AFR,Olive Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.61154623641031e-06,0,0,0
World,AFR,"Oilseed Cakes, Other",Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.44021091755302e-08,0,0,0
World,AFR,"Alcohol, Non-Food",Ethanol,Wearing apparel; furs (18),other crops,0,0,3.46361952225333e-07,0,0,0
World,AFR,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,6.10382045911971e-05,7.28060425890995e-06,0,0,0
World,AFR,Camels,Live animals,Wearing apparel; furs (18),animal-based,0,3.4402771014145e-05,2.49727267872746e-05,0,0,0
World,AFR,"Butter, Ghee",Milk,Wearing apparel; furs (18),animal-based,0,0,4.66477154379323e-08,0,0,0
World,AFR,Silk,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,5.80801994245314e-09,0,0,0
World,OCE,Cassava and products,Roots and tubers,Wearing apparel; furs (18),other crops,1.92013491675623e-07,0,1.99108398059214e-07,1.74681107226876e-05,2.62569907479663e-08,0
World,OCE,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,1.59500409749543e-07,3.84412279486764e-07,7.48547356173035e-08,1.46293696140293e-05,2.49665461107364e-07,0
World,EU,Coconuts - Incl Copra,Oil crops,Wearing apparel; furs (18),other crops,3.44446402588691e-10,0,5.41277963142509e-11,3.72012620411066e-10,0,0
World,EU,Olives (including preserved),Oil crops,Wearing apparel; furs (18),other crops,8.9069106695888e-05,0.010473128833132,1.07873414527212e-05,0.000733541258795891,0.000643308491778572,8.09384740224599e-05
World,EU,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
World,EU,Coconut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.72716177213778e-09,0,0,0
World,EU,Sesameseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,7.33069671465101e-09,0,0,0
World,EU,Olive Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.74550342798357e-06,0,0,0
World,EU,Palmkernel Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,7.30682354502048e-12,0,0,0
World,EU,Copra Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.51484525435983e-12,0,0,0
World,AFR,Plantains,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,7.51299529382733e-08,0,3.9138049409453e-10,1.01253196284051e-07,1.21047061831201e-08,8.10727208455156e-10
World,AFR,"Hard Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,0.00200319321220952,0.0180936898616056,0.00322747722232551,0.00205189203839805,0,0
World,EU,Sesame seed,Oil crops,Wearing apparel; furs (18),other crops,4.14620020615519e-10,8.56059007118062e-08,9.88267216716408e-11,2.18462569548882e-09,4.04059319830465e-09,7.84966196824389e-10
World,EU,Cottonseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.49044824275483e-07,0,0,0
World,EU,Cottonseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,2.47213234327186e-09,0,0,0
World,AFR,Groundnut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.95809905046296e-07,0,0,0
World,EU,Asses,Live animals,Wearing apparel; furs (18),animal-based,0,5.80104965729349e-06,1.53136699053928e-07,0,0,0
World,ASI,Sugar non-centrifugal,"Sugar, sweeteners",Wearing apparel; furs (18),other crops,0,0,1.2371211265458e-08,0,0,0
World,ASI,"Butter, Ghee",Milk,Wearing apparel; furs (18),animal-based,0,0,1.3495961306363e-07,0,0,0
World,ASI,Cloves,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.19680208822302e-05,0,7.21155410064977e-05,0.000195491160979223,0,0
World,ASI,Abaca,Fibre crops,Wearing apparel; furs (18),fibre crops,0.00045619383164342,0,6.46466339639417e-06,0.011032002686827,0,0
World,ASI,Dates,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.27449215291783e-07,6.87841113399077e-05,1.71063271229858e-08,2.35511113484892e-08,5.61494811536873e-06,9.21801146390341e-07
World,EU,Sweet potatoes,Roots and tubers,Wearing apparel; furs (18),other crops,3.00147151842224e-09,1.35002783077988e-06,1.05666132372381e-09,3.56117624748671e-08,1.94351663528066e-08,1.25817935754363e-08
World,AFR,Coconut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,3.3987548808164e-08,0,0,0
World,ASI,Yams,Roots and tubers,Wearing apparel; furs (18),other crops,1.32697768936334e-08,3.22668958098807e-08,5.46457221462845e-09,6.87451430656683e-08,3.54151726874596e-07,2.5393271698065e-07
World,AFR,"Beverages, Alcoholic",Alcohol,Wearing apparel; furs (18),other crops,0,0,1.9242875020646e-09,0,0,0
World,EU,Camels,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,AFR,Asses,Live animals,Wearing apparel; furs (18),animal-based,0,7.59096815567082e-06,6.97393953774897e-07,0,0,0
World,AFR,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,7.78612455644765e-09,0,0,0
World,AFR,Cloves,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,3.21226459501093e-07,2.73835876845806e-06,5.94790157669446e-07,2.09047818999817e-06,0,0
World,LAM,Dates,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.4595258434877e-12,0,7.00083581962461e-13,7.35678234034921e-12,3.33555182487422e-11,5.38911989711992e-12
World,LAM,Sesameseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,2.0930693449599e-08,0,0,0
World,AFR,Wine,Alcohol,Wearing apparel; furs (18),other crops,0,0,7.55345553000134e-08,0,0,0
World,EUR,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,6.30596262300717e-07,0,2.78311426524998e-08,1.0728986636041e-07,1.66853152437266e-07,1.16181353422627e-08
World,EUR,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.53055013629821e-07,4.18016670358405e-05,1.50191477215501e-08,1.18072202826816e-06,3.7104583136366e-08,5.18206414154078e-07
World,OCE,Yams,Roots and tubers,Wearing apparel; furs (18),other crops,2.24520687373571e-10,0,6.48721511758632e-12,4.08287206088752e-09,7.69862060968563e-12,3.20516351090261e-14
World,EUR,Rice and products,Cereals,Wearing apparel; furs (18),other crops,1.03994840799212e-06,0.000540022195032469,1.62389909232518e-06,2.09707767158517e-06,6.38454371134936e-06,1.0182367131902e-06
World,EUR,Sesame seed,Oil crops,Wearing apparel; furs (18),other crops,1.59534509019791e-07,2.16638922246599e-05,1.942278287475e-08,3.45690176669859e-07,9.35189787739539e-07,2.25131072396565e-07
World,EUR,Onions,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.22567973545946e-11,3.01716043483184e-09,6.03002154321519e-12,1.90269459628703e-11,1.52919005140865e-10,3.41606775991948e-11
World,EUR,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,4.42418335546587e-08,3.3339186462575e-05,3.92969953101619e-09,9.5720382996735e-08,0,0
World,EUR,Sesameseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,6.82900838915144e-09,0,0,0
World,OCE,"Hard Fibres, Other",Fibre crops,Wearing apparel; furs (18),fibre crops,2.42060091528813e-05,0.00116077781133799,5.25155961979557e-05,0.000211112562163122,0,0
World,OCE,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,4.35031669664741e-10,0,0,0
World,AFR,Sesameseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,8.11682032502302e-08,0,0,0
World,EUR,Camels,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,OCE,Bananas,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.64411675739514e-10,0,3.26757810813356e-10,2.48704580822808e-08,6.9628043140219e-10,9.7197389202532e-11
World,OCE,Rubber,"Tobacco, rubber",Wearing apparel; furs (18),other crops,4.24917659537188e-07,0,1.64054889276212e-06,5.96270192876043e-06,9.50886106272494e-08,2.26806249295232e-07
World,OCE,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0.000174284669936899,0,0,0
World,AFR,Rape and Mustard Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,9.41139802027716e-09,0,0,0
World,EU,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,5.45428946311996e-10,7.0685900189488e-08,6.90640161519436e-11,3.45824870886129e-09,7.13412605513357e-09,3.31480890490767e-09
World,EU,Sugar cane,Sugar crops,Wearing apparel; furs (18),other crops,1.11351466178564e-09,5.54413089499586e-07,5.27767759490683e-09,7.06015085458183e-09,1.36434849086156e-08,2.02427002486708e-09
World,EU,Mules,Live animals,Wearing apparel; furs (18),animal-based,0,1.82995091495762e-06,4.14829354217638e-09,0,0,0
World,EUR,Groundnuts,Oil crops,Wearing apparel; furs (18),other crops,2.50288562490284e-09,1.22838617524208e-06,1.74147947350299e-10,5.42344879827246e-09,5.10039883247315e-09,1.78519535168195e-09
World,EUR,Dates,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,8.52020356187755e-13,0,1.68146006808215e-13,1.84622450618355e-12,1.50476044065778e-11,1.96956610240221e-12
World,EUR,Tea (including mate),"Coffee, tea, cocoa",Wearing apparel; furs (18),other crops,3.80272289194603e-11,4.74821326797204e-08,7.42507200908989e-12,8.24003809574338e-11,8.01182963881437e-10,6.1610851271659e-11
World,EUR,Cottonseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,7.81376157985363e-07,0,0,0
World,EUR,Maize Germ Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,8.86093771254747e-08,0,0,0
World,EUR,Buffaloes,Live animals,Wearing apparel; furs (18),animal-based,0,5.87728191699137e-05,5.07538107847183e-06,0,0,0
World,EUR,Silk,"Hides, skins, wool",Wearing apparel; furs (18),animal-based,0,0,1.54431827989726e-08,0,0,0
World,EUR,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
World,NAM,Rice and products,Cereals,Wearing apparel; furs (18),other crops,1.20142112634978e-05,0.00869043996834767,1.93054749958892e-05,7.83071512674933e-06,0.000207329196051396,1.89917544780727e-05
World,NAM,Millet and products,Cereals,Wearing apparel; furs (18),other crops,9.00286323332608e-07,5.78820864274154e-06,9.68856729871026e-08,5.86795552026417e-07,3.5817099651532e-06,8.49519808665009e-07
World,NAM,Sorghum and products,Cereals,Wearing apparel; furs (18),other crops,5.99707647190044e-05,0.00192879463232978,1.45861992956992e-05,3.9088206803441e-05,0.00050367073971498,4.98232464656853e-05
World,NAM,Sweet potatoes,Roots and tubers,Wearing apparel; furs (18),other crops,3.6460706996461e-08,4.51902239357282e-06,9.48136956079337e-09,2.37646403535972e-08,5.61724681629812e-07,1.76716457881077e-07
World,NAM,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,2.02086545362878e-10,1.7123243925516e-08,2.04491191548139e-10,1.31717524603016e-10,2.19556175647966e-09,7.04958203802841e-10
World,NAM,Sugar cane,Sugar crops,Wearing apparel; furs (18),other crops,1.10838880995387e-06,0.000236642297127874,2.65881987938568e-07,7.22434193145569e-07,1.36566481917623e-05,1.18411954620737e-06
World,NAM,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,2.2377843744932e-07,0.000171972369231058,2.88898508996451e-08,1.45856033054686e-07,2.17784012841557e-07,1.26012669080263e-07
World,NAM,Seed cotton,Oil crops,Wearing apparel; furs (18),other crops,0.00519011323236538,1.29146313253972,0.00127292301405558,0.003382851966463,0.0500016204104965,0.00686360603539631
World,NAM,Olives (including preserved),Oil crops,Wearing apparel; furs (18),other crops,2.65461062717174e-09,6.09926355088779e-07,2.40489157090084e-10,1.73024255507983e-09,2.12083874470472e-08,3.27905434426953e-09
World,NAM,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,5.87929349645222e-13,4.30935639048394e-10,5.20569489977659e-13,3.83205118567755e-13,1.77968806690971e-11,3.43600335579341e-12
World,NAM,Dates,"Vegetables, fruit, nuts, pulses, spices",Wearing apparel; furs (18),other crops,1.11051873392665e-10,0,2.19523960756146e-11,7.23822451392964e-11,1.1100996074912e-09,2.49649286642307e-10
World,NAM,Cottonseed,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,1.27185316416179e-05,0,0,0
World,NAM,Groundnut Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.05777033175163e-07,0,0,0
World,NAM,Cottonseed Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,3.2909804071155e-08,0,0,0
World,NAM,Palmkernel Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
World,NAM,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
World,NAM,Olive Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,1.70787193305609e-10,0,0,0
World,NAM,Groundnut Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,1.978518700689e-09,0,0,0
World,NAM,Cottonseed Cake,Oil cakes,Wearing apparel; furs (18),other crops,0,0,7.33318755231557e-09,0,0,0
World,NAM,Cotton lint,Fibre crops,Wearing apparel; furs (18),fibre crops,0,0,0.00135678777481467,0,0,0
World,NAM,Goats,Live animals,Wearing apparel; furs (18),animal-based,0,8.11892913786805e-06,1.00869650709895e-06,0,0,0
World,NAM,Mules,Live animals,Wearing apparel; furs (18),animal-based,0,0,0,0,0,0
World,LAM,Cocoa Beans and products,"Coffee, tea, cocoa",Wearing apparel; furs (18),other crops,2.53384798752754e-07,0,2.5428635442889e-07,1.03370963853093e-06,6.7494425044391e-07,5.80368952184601e-08
World,EUR,Palm Oil,Vegetable oils,Wearing apparel; furs (18),other crops,0,0,0,0,0,0
World,ROW,Rice and products,Cereals,Wearing apparel; furs (18),other crops,9.63977266704205e-10,6.28809683095168e-08,1.68636354701083e-09,2.64995384103362e-08,6.21556760224077e-09,7.74011827049328e-10
World,ROW,Wheat and products,Cereals,Wearing apparel; furs (18),other crops,2.24091828910254e-11,1.79305266094857e-10,2.22900364907491e-11,6.16023866200977e-10,1.57286685278856e-10,2.35895876855942e-11
World,ROW,Maize and products,Cereals,Wearing apparel; furs (18),other crops,2.63316582428025e-09,0,3.609423828612e-09,7.2385191343636e-08,2.23338021926771e-08,3.80122304577477e-09
World,ROW,"Cereals, Other",Cereals,Wearing apparel; furs (18),other crops,8.04743883077098e-11,1.0079497748122e-09,5.58999807567471e-11,2.21222451780373e-09,2.15309295013776e-10,2.03651057441226e-11
World,ROW,Potatoes and products,Roots and tubers,Wearing apparel; furs (18),other crops,3.94094547868721e-10,7.04843253017254e-08,2.3968297985908e-11,1.08335787256234e-08,4.03372685941532e-09,9.67108159235527e-10
World,ROW,Cassava and products,Roots and tubers,Wearing apparel; furs (18),other crops,1.38083688004082e-07,3.31461453608629e-08,1.42484393380405e-07,3.79589241415987e-06,1.47113071341085e-07,2.05887043427338e-08
World,ROW,Sweet potatoes,Roots and tubers,Wearing apparel; furs (18),other crops,1.82918434865227e-11,3.42626718188035e-11,1.8441225722423e-11,5.02839045908439e-10,1.0219675286935e-10,1.92255177088398e-11
World,ROW,"Roots, Other",Roots and tubers,Wearing apparel; furs (18),other crops,2.3164399736558e-10,1.62688132443794e-10,3.17291777319017e-10,6.36784623220434e-09,2.99746437033914e-09,5.26066206724029e-10
World,ROW,Soyabeans,Oil crops,Wearing apparel; furs (18),other crops,1.63059707287974e-10,0,4.7818424198231e-12,4.48247808916613e-09,3.6014602929312e-10,1.52505723576126e-10
World,ROW,Rape and Mustardseed,Oil crops,Wearing apparel; furs (18),other crops,1.28109775079928e-10,0,8.69252475435185e-11,3.52171158255312e-09,9.36451651503635e-10,1.70307141769862e-10
