consumer,origin,input,input_group,product,input_category,cropland_km2,blue_water_km3,ghg_Gt,biodiv,n_application_Tg,p_application_Tg
World,ASI,Coconuts - Incl Copra,Oil crops,Textiles (17),other crops,0.000634370735717296,0,0.000506604164828336,0.01353239164456,0.000395207793555966,0.000118843139388588
World,ASI,Tea (including mate),"Coffee, tea, cocoa",Textiles (17),other crops,4.96652974422606e-08,1.7773334399642e-05,2.66586041180671e-08,7.68288611017108e-07,8.63813270623497e-07,6.65887467712704e-08
World,ASI,Jute,Fibre crops,Textiles (17),fibre crops,0.0060605405866954,0.0465995029321798,0.00124212280150093,0.0101889355399184,0.0251231208544864,0.00332810913475587
World,ASI,Jute-Like Fibres,Fibre crops,Textiles (17),fibre crops,0.000619392885543674,0.00693787198200781,1.54887826561067e-05,0.00134889361722151,0.00552974569990332,0.000880669773251067
World,ASI,"Hard Fibres, Other",Fibre crops,Textiles (17),fibre crops,0.000577133584802927,4.86096292041887e-05,7.04427991123121e-05,0.0077238399559992,0,0
World,ASI,Rubber,"Tobacco, rubber",Textiles (17),other crops,0.000696254258454956,0.0423033401955122,0.00050641665332109,0.00313325620566844,0.0015220930667479,0.000333692681945699
World,ASI,Soyabean Oil,Vegetable oils,Textiles (17),other crops,0,0,4.79306791543244e-05,0,0,0
World,ASI,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,2.4030523292313e-05,0,0,0
World,ASI,Palm Oil,Vegetable oils,Textiles (17),other crops,0,0,0.000228444918712995,0,0,0
World,ASI,Coconut Oil,Vegetable oils,Textiles (17),other crops,0,0,1.05727204096032e-05,0,0,0
World,ASI,Sesameseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.23032740698222e-06,0,0,0
World,ASI,Ricebran Oil,Vegetable oils,Textiles (17),other crops,0,0,2.55569788932958e-07,0,0,0
World,ASI,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,4.28799783167803e-08,0,0,0
World,ASI,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,9.93996577531198e-08,0,0,0
World,ASI,Copra Cake,Oil cakes,Textiles (17),other crops,0,0,3.15798353959648e-08,0,0,0
World,ASI,Buffaloes,Live animals,Textiles (17),animal-based,0,0.0331685373401788,0.00268840584288594,0,0,0
World,LAM,Sesame seed,Oil crops,Textiles (17),other crops,7.18236788178578e-06,8.77660024148233e-05,6.70072121145029e-06,2.30010993556148e-05,3.23209185753486e-05,4.71478732508981e-06
World,LAM,Bananas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.43990044784332e-08,3.99204571090034e-07,2.12557973083351e-08,7.90390511463611e-06,4.38297014902521e-07,4.1738859146037e-09
World,LAM,Plantains,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.41089271826364e-08,1.09280385484702e-06,1.62462145770947e-09,1.17413055692336e-06,8.29530804947551e-08,1.1430108147413e-08
World,LAM,Rubber,"Tobacco, rubber",Textiles (17),other crops,1.63723037490459e-05,0.00174245084034076,2.05529535293369e-05,8.40053712030905e-05,3.93325364318406e-05,1.33464893996071e-05
World,LAM,"Camelids, other",Live animals,Textiles (17),animal-based,0,2.24282476851989e-06,1.40439089567807e-06,0,0,0
World,LAM,"Rodents, other",Live animals,Textiles (17),animal-based,0,4.88645341903048e-07,0,0,0,0
World,AFR,Pigs,Live animals,Textiles (17),animal-based,0,1.16100209165894e-12,4.80150202543855e-14,0,0,0
World,AFR,Poultry Birds,Live animals,Textiles (17),animal-based,0,3.80395838030112e-09,9.39538791136544e-10,0,0,0
World,AFR,Rabbits and hares,Live animals,Textiles (17),animal-based,0,1.9552964947532e-08,0,0,0,0
World,AFR,"Meat, Other",Meat,Textiles (17),animal-based,0,4.47888196454078e-11,0,0,0,0
World,AFR,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
World,LAM,Yams,Roots and tubers,Textiles (17),other crops,2.02886911377681e-08,5.5291142724443e-08,2.6853189331762e-08,6.58382021560348e-07,2.91321158255197e-08,6.51176236837711e-09
World,LAM,Coconuts - Incl Copra,Oil crops,Textiles (17),other crops,6.12745452357741e-06,1.85435109576311e-07,4.50463825934253e-06,6.31307085865497e-05,2.489834709772e-05,7.78621204119669e-07
World,LAM,"Oil, palm fruit",Oil crops,Textiles (17),other crops,7.70585660584282e-05,0,1.80680593962714e-06,0.00081318550029053,0.000505310295259294,6.12712347673422e-05
World,LAM,"Oranges, Mandarines","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.68397194403938e-11,9.78260497263819e-11,3.41650207121354e-11,2.63694783330193e-11,9.2594187847725e-11,1.74561507065722e-11
World,LAM,Jute,Fibre crops,Textiles (17),fibre crops,6.24928841852464e-06,0.000107572791465414,1.3789693136787e-05,1.55037036162539e-05,2.6112139573681e-05,6.30085618045559e-06
World,LAM,Jute-Like Fibres,Fibre crops,Textiles (17),fibre crops,7.8983856514125e-05,0.0187494726985807,4.30609400475167e-06,0.000451254489801308,0.000884231905922787,0.000294238227712899
World,LAM,Sisal,Fibre crops,Textiles (17),fibre crops,0.000663064271054769,0.0445052121601513,0.000969736485101432,0.00670915524986419,0.000151895508704416,0.00166298241359077
World,LAM,Palm kernels,Oil crops,Textiles (17),other crops,0,0,4.91396819557798e-06,0,0,0
World,LAM,Palmkernel Oil,Vegetable oils,Textiles (17),other crops,0,0,0.000301498471504936,0,0,0
World,LAM,Palm Oil,Vegetable oils,Textiles (17),other crops,0,0,1.76382949698538e-05,0,0,0
World,LAM,Palmkernel Cake,Oil cakes,Textiles (17),other crops,0,0,3.94984489450684e-07,0,0,0
World,LAM,Copra Cake,Oil cakes,Textiles (17),other crops,0,0,1.89987836945962e-10,0,0,0
World,LAM,Silk,"Hides, skins, wool",Textiles (17),animal-based,0,0,1.58955394936965e-06,0,0,0
World,OCE,Coconuts - Incl Copra,Oil crops,Textiles (17),other crops,3.89629748234026e-05,0,5.67308056979322e-05,0.00188936010017478,2.28321578768704e-06,1.7639039402967e-06
World,OCE,"Oil, palm fruit",Oil crops,Textiles (17),other crops,1.45266777885164e-05,0,3.09293451399572e-08,0.000219592694320694,9.93699618785215e-06,1.04667113416379e-05
World,OCE,Palm kernels,Oil crops,Textiles (17),other crops,0,0,7.47355271553505e-07,0,0,0
World,OCE,Palm Oil,Vegetable oils,Textiles (17),other crops,0,0,3.83564162883785e-06,0,0,0
World,OCE,Coconut Oil,Vegetable oils,Textiles (17),other crops,0,0,7.06326975870117e-07,0,0,0
World,OCE,Copra Cake,Oil cakes,Textiles (17),other crops,0,0,2.51072177475083e-10,0,0,0
World,EU,Rice and products,Cereals,Textiles (17),other crops,2.0857163613327e-06,0.000967916582031543,4.35445462531814e-06,1.01341111450234e-05,2.27501353877279e-05,6.38252958342759e-06
World,EU,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.43960188547257e-08,2.41094738291921e-08,7.49008104819687e-09,2.51226421955297e-08,1.88744992160942e-08,2.25130122742986e-08
World,EU,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,8.15401775979124e-07,9.20140075365282e-05,1.00683133210749e-07,4.73820840377e-06,1.04141712461007e-06,8.0516374086058e-07
World,EU,Groundnuts,Oil crops,Textiles (17),other crops,1.58147303306067e-10,2.96947315402979e-12,1.27263478845377e-11,8.34069460868012e-10,3.94896009289729e-10,2.77163914485815e-10
World,EU,Seed cotton,Oil crops,Textiles (17),other crops,0.00123574930744421,0.479340330072633,0.000182795644898014,0.00632022594609921,0.011073239326943,0.00246265224780332
World,EU,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.55683649158338e-09,2.76473132524975e-07,3.33490925344556e-10,1.0924700091083e-08,3.09738074733405e-08,6.31176221666707e-09
World,EU,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,5.3976693272823e-08,3.21019048805076e-06,7.41632233365831e-09,7.57544529625212e-08,0,0
World,EU,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,8.71289250032281e-06,0,0,0
World,EU,Palm kernels,Oil crops,Textiles (17),other crops,0,0,0,0,0,0
World,EU,Palm Oil,Vegetable oils,Textiles (17),other crops,0,0,0,0,0,0
World,EU,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,9.69967256387684e-08,0,0,0
World,EU,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,0.000219385087225788,0,0,0
World,EU,Buffaloes,Live animals,Textiles (17),animal-based,0,7.15513383170418e-06,9.54190845607037e-07,0,0,0
World,EU,"Meat, Other",Meat,Textiles (17),animal-based,0,2.5443307297466e-11,0,0,0,0
World,EU,Silk,"Hides, skins, wool",Textiles (17),animal-based,0,0,8.35916050141146e-10,0,0,0
World,ASI,Millet and products,Cereals,Textiles (17),other crops,4.87098612898844e-06,8.47886472606388e-05,5.251582455254e-07,7.92961718588138e-06,1.01702430868792e-05,1.24292951212707e-06
World,ASI,Cassava and products,Roots and tubers,Textiles (17),other crops,0.000243502754658177,0,0.000251727868929622,0.00109774873870631,0.000467060690732697,0.000115632989268618
World,ASI,Sweet potatoes,Roots and tubers,Textiles (17),other crops,1.92291732678275e-06,2.12638065566926e-05,5.05629069614177e-07,1.18388399477418e-05,2.56050630851228e-05,3.63495106217807e-06
World,ASI,Plantains,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.00493557472225e-10,1.07484910273882e-08,5.46011121347033e-13,2.04999226715649e-09,2.3958514478771e-10,8.0956601622047e-11
World,ASI,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,8.54508888578063e-07,0,0,0
World,ASI,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,1.2167110452689e-06,0,0,0
World,ASI,Pigs,Live animals,Textiles (17),animal-based,0,7.10051626447313e-08,3.58167817247528e-09,0,0,0
World,ASI,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,4.9750669293841e-20,0,0,0,0
World,ASI,Pigmeat,Meat,Textiles (17),animal-based,0,9.32354153280561e-24,0,0,0,0
World,ASI,Poultry Meat,Meat,Textiles (17),animal-based,0,7.15747193076889e-22,0,0,0,0
World,ASI,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
World,AFR,"Roots, Other",Roots and tubers,Textiles (17),other crops,0.000111681137628956,1.6017485893629e-07,7.46527026427231e-06,8.71019350788808e-05,7.89120364731329e-05,3.98132654046244e-05
World,AFR,Tea (including mate),"Coffee, tea, cocoa",Textiles (17),other crops,4.72209865273391e-08,5.40042629949896e-06,8.57330015329782e-09,5.33240512134848e-08,6.69624641319142e-08,1.81608085017351e-08
World,AFR,Yams,Roots and tubers,Textiles (17),other crops,0.000179210666508485,6.05892604236937e-08,2.13319079535088e-05,0.000129294939631386,5.61764709493832e-05,9.05545431926711e-06
World,AFR,Coconuts - Incl Copra,Oil crops,Textiles (17),other crops,1.17055825904517e-06,0,3.84006555740504e-07,5.39016375530289e-07,5.34628151781456e-08,2.16459632215564e-08
World,AFR,Sesame seed,Oil crops,Textiles (17),other crops,0.000299947869446042,0.0113707722931297,0.000115265533622032,9.12110883214372e-05,0.00025730491093696,2.26199218300619e-05
World,AFR,Bananas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.41490771573883e-13,2.29934858361813e-13,9.36039817343747e-14,1.01623427455249e-13,8.89634744055204e-14,1.13375046732463e-14
World,AFR,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.77676061649676e-06,5.12431402673515e-05,2.12207767896222e-06,3.88804129739779e-06,0,0
World,AFR,Jute,Fibre crops,Textiles (17),fibre crops,1.47070457258627e-05,0.00277250478039456,5.0056129434367e-06,6.16744496537919e-06,5.48847995623949e-05,5.8044963943651e-06
World,AFR,Rubber,"Tobacco, rubber",Textiles (17),other crops,6.52857192808335e-05,0.000314558586366837,3.82001968787413e-05,6.8923093714269e-05,1.51476373481369e-05,4.58129067113293e-06
World,AFR,Copra Cake,Oil cakes,Textiles (17),other crops,0,0,1.41924698151935e-10,0,0,0
World,AFR,Eggs,Eggs,Textiles (17),animal-based,0,0,0,0,0,0
World,AFR,Poultry Meat,Meat,Textiles (17),animal-based,0,1.19353505752289e-21,0,0,0,0
World,AFR,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,Wheat and products,Cereals,Textiles (17),other crops,0.000399363350168347,0.0048320129964995,0.000100511778006384,0.000107050252391065,0.00233031287351109,0.000277766846995685
World,NAM,Barley and products,Cereals,Textiles (17),other crops,3.60571876938212e-05,0.000184051426763394,9.70701900529978e-06,2.49446734696527e-06,0.000242652304908853,2.0553134279053e-05
World,NAM,Maize and products,Cereals,Textiles (17),other crops,0.00533243766849352,0.359124326207344,0.00168678272777577,0.00345283148335428,0.0805293171821935,0.00850059337570947
World,NAM,Rye and products,Cereals,Textiles (17),other crops,5.48291052011222e-06,4.28596841258119e-05,1.83540431997056e-06,4.15793277333614e-07,2.75633292639941e-05,2.35831260440964e-06
World,NAM,Oats,Cereals,Textiles (17),other crops,2.10112125851776e-06,6.89130155960914e-05,5.00370639202648e-07,3.87630141408582e-07,1.06188812202847e-05,9.69462163494116e-07
World,NAM,"Cereals, Other",Cereals,Textiles (17),other crops,1.0083499350712e-05,4.96053080845253e-05,1.96316968758573e-06,7.07482838650823e-07,0,0
World,NAM,Potatoes and products,Roots and tubers,Textiles (17),other crops,3.14612163217202e-06,0.00122573678569301,1.57060311334874e-06,1.76497507275394e-06,6.76498209576405e-05,1.43028229230459e-05
World,NAM,Sugar beet,Sugar crops,Textiles (17),other crops,1.09103146371319e-06,0.000272307488285237,2.42282739377033e-07,7.08118933654902e-07,1.16552191129764e-05,1.05262276089641e-06
World,NAM,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.03401957529046e-07,3.96022338880144e-06,2.2739971254956e-08,3.08056782528412e-08,3.97505283047811e-07,1.05144223146158e-07
World,NAM,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.02016737378069e-06,7.22978461884208e-06,3.87558146706279e-07,4.71375181663493e-07,5.81172573701622e-06,2.33620594385423e-06
World,NAM,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.23681295709196e-06,0,7.61179881904716e-07,4.90314409216392e-07,1.01548517777006e-06,5.4451533155986e-07
World,NAM,Soyabeans,Oil crops,Textiles (17),other crops,0.000680309494864822,0.0206020463961342,0.000140227446623377,0.000426753695893407,0.00177919006727648,0.000902419791408418
World,NAM,Groundnuts,Oil crops,Textiles (17),other crops,3.80292646065192e-06,0.000411165397196392,6.10992365948479e-07,2.47870069105746e-06,8.88166068702555e-06,3.83122510891674e-06
World,NAM,Sunflower seed,Oil crops,Textiles (17),other crops,3.59508319036502e-05,0.00129191410627638,8.04270392358652e-06,2.23718412114003e-05,8.62281573811272e-05,9.74606913492884e-06
World,NAM,Rape and Mustardseed,Oil crops,Textiles (17),other crops,0.000735515543595832,0.000479499962207639,0.0001937804848968,0.000106856767882279,0.0062435395616148,0.000593472464433052
World,NAM,"Oilcrops, Other",Oil crops,Textiles (17),other crops,4.57741033246852e-05,0.00257795820523553,8.02702047912896e-06,1.54769775196002e-05,0,0
World,NAM,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.5812284555044e-11,7.32780776720647e-09,9.52615382506825e-12,1.02652387769966e-11,3.16065437810912e-10,5.60117624271909e-11
World,NAM,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.92631496130852e-08,6.3288300860513e-06,1.25976034229296e-08,1.8638124236779e-08,2.59306232452725e-07,5.4181407772314e-08
World,NAM,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.49436987841276e-08,4.13286725107659e-05,7.12006819766753e-09,2.80806979192727e-08,2.06047163967841e-07,3.50634723408961e-08
World,NAM,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,7.14235128961105e-09,2.17204769420364e-06,1.03222890709442e-09,4.60983495917325e-09,5.40447257656715e-08,1.15762494497134e-08
World,NAM,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,5.30033619534151e-09,2.29069589240937e-06,9.60783810182653e-10,2.90497506986862e-09,2.28360364758409e-08,4.41984286282419e-09
World,NAM,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.01781905115205e-09,2.76376148252304e-08,8.24223670204749e-10,1.67265910332868e-10,0,0
World,NAM,"Hard Fibres, Other",Fibre crops,Textiles (17),fibre crops,0.000115978286245079,0.00071079903106036,3.97914293409601e-05,6.42822293146549e-06,0,0
World,NAM,Tobacco,"Tobacco, rubber",Textiles (17),other crops,1.73872640100883e-07,1.63874488859839e-06,2.79092498305207e-08,7.44043305014868e-08,1.18580179340951e-06,5.95812201954022e-07
World,NAM,Fodder crops,Fodder crops,Textiles (17),other crops,7.16127910489787e-05,0.00710607168998206,5.04212666758659e-05,4.61134797338868e-05,0.000372268329148731,9.19395381894557e-05
World,NAM,Grazing,Grazing,Textiles (17),other crops,0,0,8.20917729969705e-06,0.000549549474558345,0.000558088117755058,6.60138163504473e-05
World,NAM,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,1.27352528821988e-06,0,0,0
World,NAM,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0,0,2.69823483234094e-05,0,0,0
World,NAM,Soyabean Oil,Vegetable oils,Textiles (17),other crops,0,0,1.04959432973761e-05,0,0,0
World,NAM,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.4664677996361e-06,0,0,0
World,NAM,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,2.31430641257539e-05,0,0,0
World,NAM,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,4.15773714558471e-07,0,0,0
World,NAM,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,5.9342859055586e-06,0,0,0
World,NAM,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,3.50202795148576e-07,0,0,0
World,NAM,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,2.38399600471378e-09,0,0,0
World,NAM,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,5.85985610581765e-08,0,0,0
World,NAM,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,2.21398836209886e-08,0,0,0
World,NAM,Wine,Alcohol,Textiles (17),other crops,0,0,1.86075496477706e-09,0,0,0
World,NAM,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,4.44402946612773e-08,0,0,0
World,NAM,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,0.00102940126473187,0,0,0
World,NAM,Cattle,Live animals,Textiles (17),animal-based,0,0.00292045325733791,0.000246240377881562,0,0,0
World,NAM,Buffaloes,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,Sheep,Live animals,Textiles (17),animal-based,0,4.63830091493542e-05,9.42446358938817e-06,0,0,0
World,NAM,Pigs,Live animals,Textiles (17),animal-based,0,2.04294563673049e-06,1.97010442709007e-07,0,0,0
World,NAM,Poultry Birds,Live animals,Textiles (17),animal-based,0,1.65985377978022e-06,9.4840448723976e-08,0,0,0
World,NAM,Horses,Live animals,Textiles (17),animal-based,0,3.10640980264018e-05,1.68294697611171e-06,0,0,0
World,NAM,Rabbits and hares,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,9.49382575421431e-07,0,0,0
World,NAM,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,1.14715379626141e-09,0,0,0
World,NAM,Eggs,Eggs,Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,Bovine Meat,Meat,Textiles (17),animal-based,0,5.80375024409443e-21,0,0,0,0
World,NAM,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,2.78838227135568e-22,0,0,0,0
World,NAM,Pigmeat,Meat,Textiles (17),animal-based,0,3.15742435605772e-23,0,0,0,0
World,NAM,"Meat, Other",Meat,Textiles (17),animal-based,0,2.93970444818029e-09,0,0,0,0
World,NAM,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,Hides and skins,"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
World,NAM,"Fish, Seafood",Fish,Textiles (17),animal-based,0,0,2.03581130058851e-07,0,0,0
World,AFR,Sesameseed Cake,Oil cakes,Textiles (17),other crops,0,0,2.60859129992642e-10,0,0,0
World,AFR,Pigmeat,Meat,Textiles (17),animal-based,0,4.2851526597945e-23,0,0,0,0
World,ASI,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
World,LAM,Sugar beet,Sugar crops,Textiles (17),other crops,1.86296164648626e-09,1.04218874906468e-06,1.4091778769251e-09,1.07097187252262e-08,4.18507074609144e-08,2.13620982376535e-08
World,LAM,Tomatoes and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.36971935479497e-13,9.07861598224207e-11,8.00168839065093e-13,1.22444509168659e-12,3.30415485423328e-12,4.09888586296958e-13
World,LAM,Camels,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
World,ASI,Rye and products,Cereals,Textiles (17),other crops,5.72653970081392e-06,0.000101303963202556,9.9752004402801e-07,4.23853110531118e-07,9.21008739840753e-06,9.48885915550746e-07
World,ASI,"Roots, Other",Roots and tubers,Textiles (17),other crops,4.33664087967273e-07,4.89267768653316e-07,1.08159930215899e-08,1.05941544723569e-06,2.24859261299783e-06,1.42682370582678e-06
World,ASI,"Oil, palm fruit",Oil crops,Textiles (17),other crops,0.0032184218988825,0,2.96664583804093e-05,0.0198265249084623,0.0259540307323355,0.00283727292056701
World,ASI,Bananas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.70069782808717e-09,2.61401187726794e-10,2.38295025600112e-09,4.12830620412312e-08,3.2678124550949e-08,2.50399519916083e-09
World,ASI,"Soft-Fibres, Other",Fibre crops,Textiles (17),fibre crops,0.000302824199025017,0.00104044019479405,2.51737751415737e-05,0.000675746411435695,0,0
World,ASI,Sisal,Fibre crops,Textiles (17),fibre crops,5.50869799388044e-06,7.27378010034939e-05,3.36368554722532e-06,1.19310380263036e-05,2.09131279026471e-06,8.57968820003263e-06
World,ASI,Palm kernels,Oil crops,Textiles (17),other crops,0,0,2.57414196548343e-05,0,0,0
World,ASI,Groundnut Oil,Vegetable oils,Textiles (17),other crops,0,0,7.14639124369599e-06,0,0,0
World,ASI,Palmkernel Oil,Vegetable oils,Textiles (17),other crops,0,0,0.00474823568006367,0,0,0
World,ASI,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,1.34310436267201e-09,0,0,0
World,ASI,Palmkernel Cake,Oil cakes,Textiles (17),other crops,0,0,7.39006954831244e-06,0,0,0
World,ASI,Asses,Live animals,Textiles (17),animal-based,0,5.82470348817227e-06,4.7679116216583e-07,0,0,0
World,ASI,Mules,Live animals,Textiles (17),animal-based,0,1.55083266331511e-06,1.16321749133865e-07,0,0,0
World,ASI,Rabbits and hares,Live animals,Textiles (17),animal-based,0,4.8760617127197e-06,0,0,0,0
World,LAM,"Roots, Other",Roots and tubers,Textiles (17),other crops,9.24419938297189e-07,5.59052503401551e-07,1.30721825596381e-06,8.29767999311139e-06,1.03946589652899e-05,3.12652741202724e-06
World,LAM,Sugar non-centrifugal,"Sugar, sweeteners",Textiles (17),other crops,0,0,1.26084363061778e-09,0,0,0
World,LAM,Coconut Oil,Vegetable oils,Textiles (17),other crops,0,0,3.7424463187889e-07,0,0,0
World,LAM,Sesameseed Cake,Oil cakes,Textiles (17),other crops,0,0,6.45681604005191e-11,0,0,0
World,LAM,Buffaloes,Live animals,Textiles (17),animal-based,0,3.08571139474887e-06,0,0,0,0
World,AFR,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.80590443571797e-08,2.68579460372342e-07,3.46500955329655e-08,7.73649945027647e-08,3.74359530798629e-09,2.26952991152352e-09
World,LAM,Abaca,Fibre crops,Textiles (17),fibre crops,0.000126836081874138,0.0151134458952981,0.000125653459458885,0.00240253879405393,0,0
World,EU,Sesameseed Cake,Oil cakes,Textiles (17),other crops,0,0,8.19740403160154e-11,0,0,0
World,ASI,Olives (including preserved),Oil crops,Textiles (17),other crops,1.53556338766248e-05,0.00234467789919124,9.7776105746963e-07,2.01550126112963e-05,7.36367466327257e-05,1.66865050206622e-05
World,ASI,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,2.60109364198334e-07,0,0,0
World,AFR,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,8.83300510178094e-06,0.000663134824178023,9.24398479495288e-07,3.97149905609198e-06,1.5150043088733e-05,6.93752319403134e-08
World,AFR,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,9.48689714575688e-07,0.000536489638730799,1.43392319353543e-07,5.46290122310285e-06,1.0528096875276e-05,1.12317950371921e-06
World,AFR,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,8.71849899997512e-09,0,0,0
World,EU,Groundnut Oil,Vegetable oils,Textiles (17),other crops,0,0,4.33235916338534e-11,0,0,0
World,EU,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,3.42125301761476e-10,0,0,0
World,EU,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,2.28085462689465e-08,0,0,0
World,EUR,Rye and products,Cereals,Textiles (17),other crops,1.42656617746374e-06,3.15202335789114e-06,4.50244981943636e-07,9.52226075861317e-07,5.15996060483385e-06,6.54297630395321e-07
World,EUR,Millet and products,Cereals,Textiles (17),other crops,3.01347233065759e-07,0,2.62623483222946e-08,9.47503331794696e-08,1.8608159122223e-07,2.15515665916754e-08
World,EUR,"Cereals, Other",Cereals,Textiles (17),other crops,1.46845104819759e-06,4.21663474469709e-06,4.17719716611874e-07,1.76593179447533e-06,5.37386162754633e-06,3.05613851588331e-07
World,EUR,Sugar beet,Sugar crops,Textiles (17),other crops,4.7012818374082e-07,0.000119344016982394,8.62504350239195e-08,4.80287080110012e-07,3.4359262271841e-06,7.62633413464107e-07
World,EUR,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.23616107899275e-07,7.18895032055517e-08,2.1716770163461e-08,2.05638567242129e-08,1.0980196757147e-07,3.39599098362912e-08
World,EUR,Rape and Mustardseed,Oil crops,Textiles (17),other crops,7.75977941014456e-05,0,9.66616239148011e-06,2.12474801938238e-05,0.00014942924298034,2.6887645607819e-05
World,EUR,"Oilcrops, Other",Oil crops,Textiles (17),other crops,1.13677806898759e-05,0.000431914362713553,1.72690729835919e-06,2.13282027620917e-05,1.31163830057643e-07,7.84850906790961e-09
World,EUR,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.81070048523936e-06,4.05609484686153e-05,2.45431757297706e-07,4.53535548619282e-07,7.82274911006309e-06,2.71803214944932e-07
World,EUR,"Soft-Fibres, Other",Fibre crops,Textiles (17),fibre crops,0.000101525062445044,5.44472004614456e-05,5.93454121446527e-05,5.46849846310769e-06,0,0
World,EUR,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,1.67406980968702e-07,0,0,0
